mouse,probe_position,stim_current,stim_freq,unitID,waveform_duration,waveform_halfwidth,waveform_rep_slope,waveform_REP,waveform_amplitude,waveform_velocity_above,waveform_velocity_below,VL_pre,MMR_Pre,MMR_Post,MMR_stimOn,angle_pre_ch15,Nspikes_pre,inst_amp_pre_peak_ch,inst_amp_StimOn_peak_ch,inst_amp_post_peak_ch,pvalue_ch15_pre,VL_stimOn,angle_stimOn_ch15,Nspikes_StimOn,pvalue_ch15_stimOn,VL_post,angle_post_ch15,Nspikes_post,pvalue_ch15_post,peak_ch,area_peak_ch,depth_peak_ch,error_waveform,area_stim_tip,distance_peakch_stim_tip
mouse577578,far,5,sine_8Hz,266,0.8241224122412242,0.2225022502250225,223.80666147117407,0.5281728172817285,119.6979431974846,1.3735343383584588,-1.0988274706867671,0.0743602283904878,0.2304179109380766,0.3911927788931928,0.4218872459024796,4.949466186887354,281.0,40.163574890201424,200.5129750112148,31.393177615771567,0.018632096210891,0.0785813325246565,3.183154259273356,122.0,0.4651511413308493,0.0761385812180031,2.9703739368028805,160.0,0.5503728542758277,170,MOs5,900,0.2246646859642946,SSp-tr6a,2.6068419591528755
mouse577578,far,5,sine_8Hz,267,0.7377137713771379,0.1655265526552656,736.5643506456046,0.4282628262826281,246.5249768190895,0.343383584589615,-0.343383584589615,0.0496030746703104,0.3495696140021342,0.3725236629572269,0.2719170269816023,6.039252927655248,172.0,40.163574890201424,200.5129750112148,31.393177615771567,0.9846878912069804,0.0301216482717103,2.2452865025802797,393.0,0.7627705866258833,0.164467530056219,4.053010379316744,216.0,0.000343825914761,170,MOs5,900,0.0137764122734407,SSp-tr6a,2.6068419591528755
mouse577578,far,5,sine_8Hz,273,0.8387038703870389,0.1882088208820882,617.9787046844863,0.4466246624662465,227.5224416442033,0.2747068676716921,-1.0301507537688452,0.0162199581157657,0.2186171021161499,0.3113274527199098,0.3115021097221988,5.468160913924663,365.0,40.122939680644016,205.76588241300695,31.4930988918734,0.944578251022308,0.0810471969637993,0.6394460491304096,330.0,0.124066053508484,0.0814422603351177,4.075721554974356,354.0,0.0740842352778917,173,MOs5,880,0.0195349829841173,SSp-tr6a,2.5938629493479413
mouse577578,far,5,sine_8Hz,475,0.4752475247524752,0.1728172817281729,620.2474356526141,0.7163816381638165,258.5975182868566,2.403685092127303,-1.716917922948074,0.0174691129587734,0.3133821986572702,0.5881775084512013,0.6304972559699198,2.409372219525964,107.0,40.122939680644016,205.76588241300695,31.4930988918734,0.9840680546104326,0.0806622977293256,2.466338116606874,23.0,0.885486693868218,0.1727753242311525,1.033029835498836,19.0,0.6540639568383878,173,MOs5,880,0.0671954641869599,SSp-tr6a,2.5938629493479413
mouse577578,far,5,sine_8Hz,272,0.8870387038703871,0.2141314131413142,267.0426163248272,0.7061206120612061,136.46394291075976,1.030150753768844,-1.716917922948074,0.1381855038470985,0.4306795378436165,0.4995713994662326,0.5711036718886563,5.802702085204876,142.0,40.122939680644016,205.76588241300695,31.4930988918734,0.0605464459742635,0.1012044779163603,6.111508908380825,19.0,0.8647108720507107,0.0987395642148103,4.234275445990227,31.0,0.6683498644676914,173,MOs5,880,0.0534868967065829,SSp-tr6a,2.5938629493479413
mouse577578,far,5,sine_8Hz,275,0.7790279027902791,0.189018901890189,663.1196596964122,0.6683168316831681,371.244885362829,2.0603015075376883,-1.3735343383584575,0.029162577463649,0.2166121071684491,0.3364994148628523,0.2748341756114119,6.205103168261782,589.0,40.34877199887212,209.13578507184465,31.896209446134627,0.7040613911500174,0.0085600682291702,2.848655974339773,226.0,0.9858662174734372,0.1093259794288891,4.340134561794132,241.0,0.1025528082640747,174,MOs5,860,0.0314625271668459,SSp-tr6a,2.5896428325157124
mouse577578,far,5,sine_8Hz,276,0.8333033303330334,0.1914491449144915,319.20156991234023,0.4482448244824483,140.67554722392873,1.0301507537688437,-0.3433835845896137,0.0841600315005768,0.3729013640296146,0.454216868719527,0.6591151241222681,0.0780956369957873,92.0,40.34877199887212,209.13578507184465,31.896209446134627,0.7435434380559665,0.2738526971531574,0.7459714032939088,30.0,0.1092959669839033,0.0458800858301597,0.6260824730296275,56.0,0.9696159450359984,174,MOs5,860,0.0552274584207225,SSp-tr6a,2.5896428325157124
mouse577578,far,5,sine_8Hz,281,0.8287128712871289,0.1782178217821782,242.19214304120496,0.4887488748874887,87.58516837014753,1.785594639865996,-0.3433835845896137,0.0507088891973826,0.2295721959427897,0.2718033089587436,0.1597396130180949,4.2200025416142335,469.0,39.55307123343936,209.751841122812,30.98412146089987,0.2656830933279681,0.0322757521472681,1.0244311333189589,880.0,0.4215333845348199,0.0551108521668814,4.529043824985943,366.0,0.1727077735183799,175,MOs5,860,0.0525210020452147,SSp-tr6a,2.5896428325157124
mouse577578,far,5,sine_8Hz,282,0.8432943294329434,0.1882088208820882,395.5301432503669,0.4528352835283528,181.44556424187783,0.6867671691792301,-1.0301507537688452,0.0190677259427328,0.2973327142568226,0.37404037935722,0.3535723346059039,0.3070766701250373,326.0,40.761889994706365,213.52270053289425,32.00437177161146,0.958142451074634,0.0508652300020204,4.511733401989259,428.0,0.3156429636122096,0.1098463644411928,5.091842402229339,257.0,0.0208096681710864,176,MOs5,840,0.0230699886357022,SSp-tr6a,2.5813029655582858
mouse577578,far,5,sine_8Hz,283,0.8762376237623763,0.2673267326732673,131.26788882336947,0.636183618361836,97.3037955587364,1.9916247906197648,-1.5108877721943046,0.043251225143136,0.2668539107473743,0.2674625506292946,0.4606421642646129,5.57960096679694,253.0,40.761889994706365,213.52270053289425,32.00437177161146,0.4660392494409173,0.045105390438001,0.2458612231141758,96.0,0.834134520605069,0.0812100484130141,4.189803927487533,365.0,0.0932962010640862,176,MOs5,840,0.0624144450559018,SSp-tr6a,2.5813029655582858
mouse577578,far,5,sine_8Hz,284,0.7598559855985599,0.2613861386138614,146.9086663721159,0.7747074707470748,150.58851561741872,1.9229480737018416,-2.403685092127303,0.0823803819358685,0.3430910817957446,0.3796500792536824,0.2049617494385932,2.672139257516968,266.0,40.761889994706365,213.52270053289425,32.00437177161146,0.189334983697242,0.0302424756045745,3.608390585099768,608.0,0.5709986182315775,0.097864262072024,3.5384389545725874,167.0,0.0389822001762132,176,MOs5,840,0.0509148198568966,SSp-tr6a,2.5813029655582858
mouse577578,far,5,sine_8Hz,476,0.841944194419442,0.2349234923492349,97.4729134284701,0.5624662466246623,71.21660664625301,1.030150753768844,-0.9614740368509204,0.0263067326379507,0.406142754798784,0.3161411557487241,0.5151149172432677,0.0230236611020571,81.0,40.065096186193394,214.10239093090905,31.360413841829807,0.9764057403622424,0.0058285932537868,0.4646059691412463,184.0,0.9892745895051678,0.0347893318566069,3.790605414273781,198.0,0.7473041018722124,177,MOs5,840,0.1246521815810252,SSp-tr6a,2.577304793771974
mouse577578,far,5,sine_8Hz,477,0.6113411341134115,0.1263726372637263,1491.8365762466608,0.6675067506750675,302.5202036234023,0.6867671691792301,-0.6867671691792302,0.1733425493027865,0.4507804959352319,0.4339410474994597,0.2701815952386397,0.1893440221596081,64.0,40.065096186193394,214.10239093090905,31.360413841829807,0.1291568438508155,0.0455377836295816,1.9556245884961057,141.0,0.7511805226073442,0.0839510002492381,5.885340394462995,70.0,0.4181546910464405,177,MOs5,840,0.0152253854777084,SSp-tr6a,2.577304793771974
mouse577578,far,5,sine_8Hz,285,0.8686768676867688,0.2414041404140414,108.0842306849201,0.5856885688568859,80.10438441022971,0.6867671691792301,-0.4807370184254611,0.1966718595117287,0.4630625321707552,0.3199505472506076,0.2572710691574016,6.057702937741377,257.0,40.065096186193394,214.10239093090905,31.360413841829807,0.0001543749347509,0.0565305430435926,0.9522851907224236,405.0,0.2941404627019353,0.0631175640241162,5.636755892073055,319.0,0.3436469797583903,177,MOs5,840,0.0364951782944841,SSp-tr6a,2.577304793771974
mouse577578,far,5,sine_8Hz,286,0.8457245724572459,0.2133213321332133,311.4743506500886,0.5265526552655267,145.68039642377437,2.403685092127303,-1.4422110552763816,0.0554651499967934,0.3851175921896054,0.2626692669711833,0.2560875411013483,6.176883259683081,167.0,40.065096186193394,214.10239093090905,31.360413841829807,0.4554683396805414,0.0219927930416318,0.1827714514522952,290.0,0.8607213265346081,0.0716123971881527,4.401237213639883,268.0,0.2013310373106036,177,MOs5,840,0.0733842924515049,SSp-tr6a,2.577304793771974
mouse577578,far,5,sine_8Hz,287,0.7228622862286229,0.2087308730873087,162.15903338431391,0.3858685868586858,102.66448260165788,2.0603015075376883,-1.7169179229480729,0.1460425392909311,0.4517945743438797,0.4035738342065634,0.6200453105659705,5.047381852980454,111.0,40.065096186193394,214.10239093090905,31.360413841829807,0.0640114564541146,0.1497925851226738,1.6697482485469215,23.0,0.6118253625492996,0.1296505780106837,3.67328615602176,119.0,0.119173408298764,177,MOs5,840,0.0387145589092998,SSp-tr6a,2.577304793771974
mouse577578,far,5,sine_8Hz,288,0.7090909090909093,0.2111611161116111,433.2679613151039,0.6340234023402339,264.51444163158845,0.8927973199329984,-2.7470686767169163,0.1156388270895573,0.3239544266747971,0.2955478657066163,0.1724543749034784,5.05243291774148,321.0,40.065096186193394,214.10239093090905,31.360413841829807,0.0122814603031812,0.0216373399335388,0.7162805027318057,732.0,0.7199977041301241,0.0999999079872526,4.239455460790191,394.0,0.008996305378248,177,MOs5,840,0.0711508064544309,SSp-tr6a,2.577304793771974
mouse577578,far,5,sine_8Hz,524,0.802790279027903,0.1590459045904591,757.5551980008811,0.5349234923492349,189.33839887343865,0.343383584589615,-1.3735343383584588,0.2637529032059585,0.6069822941622542,0.8120121986084958,0.7784890408560762,3.807675206309835,16.0,40.065096186193394,214.10239093090905,31.360413841829807,0.3920663807486537,0.280551296416216,1.1023200880712964,6.0,0.6409924598249611,0.1578526495226079,4.041185280574918,3.0,0.956201441643652,177,MOs5,840,0.1642346610736062,SSp-tr6a,2.577304793771974
mouse577578,far,5,sine_8Hz,291,0.72988298829883,0.1763276327632763,424.61906944199217,0.5192619261926191,165.14008346551668,0.6867671691792301,-1.0301507537688452,0.0237908733988586,0.3180481321499086,0.329222033509046,0.3521660790720402,0.4200455905484878,186.0,40.78921322568476,219.08372721689096,31.75563919726351,0.8447200733995051,0.0262006107160845,1.5827523562319692,139.0,0.9123443118287864,0.1045883714164655,0.2859758698146895,236.0,0.0971518492307303,178,MOs5,820,0.0219582275640002,SSp-tr6a,2.577304793771974
mouse577578,far,5,sine_8Hz,289,0.8441044104410442,0.1622862286228623,250.87667037336277,0.3567056705670569,104.86299100943546,-0.343383584589615,-1.030150753768844,0.1034006456984749,0.5715890078519341,0.5508328326526507,0.5928991145428181,4.795496626695069,50.0,39.8186775077021,219.0672940726106,31.39567824862351,0.6804687425145786,0.1443604959317,4.290591511781368,59.0,0.3041485315162802,0.2592485461264729,5.467092720815686,58.0,0.0041103834624093,179,MOs5,820,0.0870835143549022,SSp-tr6a,2.60060089210167
mouse577578,far,5,sine_8Hz,293,1.0296129612961296,0.116921692169217,4279.015013555204,0.4639063906390639,765.4032581272756,0.6867671691792274,-0.6867671691792274,0.0441046185400289,0.3313128203285969,0.3453982465724721,0.288572312337527,5.471732740775703,160.0,39.8186775077021,219.0672940726106,31.39567824862351,0.7998776346098369,0.0945452072081926,5.902150808136913,378.0,0.0343046900590737,0.0862026857227614,0.6416606563142265,157.0,0.1770278669662864,179,MOs5,820,0.073753648445433,SSp-tr6a,2.60060089210167
mouse577578,far,5,sine_8Hz,299,0.903780378037804,0.2608460846084609,162.77153180203342,0.4477047704770477,127.19991955002268,0.0,-0.1373534338358457,0.0307041125338503,0.1946534678208757,0.3572314556757004,0.5023212518377934,6.191362186278512,694.0,40.71101986208087,224.28213261125947,31.856468222232078,0.5822558847646477,0.0955674407816735,5.204841853092307,44.0,0.6622265476472803,0.1190764819177575,3.70513991869408,348.0,0.0071959170920875,180,MOs5,800,0.1236064662624383,SSp-tr6a,2.58879798362097
mouse577578,far,5,sine_8Hz,478,0.8473447344734475,0.2370837083708371,100.45025536177714,0.588928892889289,72.66966641189929,1.0301507537688452,-0.6180904522613071,0.030429910377365,0.3136461354324301,0.3400225187548901,0.5453692144879122,2.8390824509998507,207.0,40.009823675626585,223.6281183259669,31.514937052915208,0.8855543544142861,0.056330645877683,1.709472457615086,78.0,0.7984777670617109,0.1075705507341881,4.430494143211643,142.0,0.2600950038295392,181,MOs5,800,0.04424152656144,SSp-tr6a,2.58879798362097
mouse577578,far,5,sine_8Hz,300,0.853825382538254,0.1798379837983797,234.77246704122285,0.3450945094509449,93.23533914781837,0.6867671691792288,-0.8241206030150754,0.1533530275698463,0.425965256167876,0.527985826314134,0.5798975513444428,4.809486333347191,95.0,40.009823675626585,223.6281183259669,31.514937052915208,0.368080598053093,0.2035250125152532,4.397756506829335,57.0,0.0875818260065309,0.2529092384495086,5.961798160223712,46.0,0.2805632454903299,181,MOs5,800,0.0341968114535002,SSp-tr6a,2.58879798362097
mouse577578,far,5,sine_8Hz,302,0.9048604860486048,0.1747074707470747,389.99651938527217,0.4279927992799283,132.6856747276032,0.3433835845896143,,0.0549035789978738,0.2250007635759936,0.3068957431234793,0.5432691098800416,6.060514772424873,380.0,40.009823675626585,223.6281183259669,31.514937052915208,0.5288534295432846,0.0629605745233402,0.2254207032265824,70.0,0.7760810586128718,0.0722858343385499,3.1015519240668343,181.0,0.3715554832218569,181,MOs5,800,0.066168847213477,SSp-tr6a,2.58879798362097
mouse577578,far,5,sine_8Hz,479,0.827902790279028,0.2819081908190819,61.26194677978956,0.6969396939693969,57.57190735564243,1.0301507537688444,-1.491265853074898,0.1487251244018101,0.5406457609015141,0.5030825041739603,0.4483480873661977,5.478088867977901,118.0,40.009823675626585,223.6281183259669,31.514937052915208,0.0267730360376354,0.1874889093858317,2.2217634920199627,86.0,0.0558281501050102,0.118387249133309,3.270589787952266,59.0,0.2640427370607291,181,MOs5,800,0.0663879974240327,SSp-tr6a,2.58879798362097
mouse577578,far,5,sine_8Hz,525,0.8165616561656166,0.2054905490549055,340.7595629864968,0.531143114311431,138.9349864366242,0.137353433835846,-1.7855946398659963,0.0907111638885054,0.4088840323476103,0.481687772847609,0.2678045835437219,0.903581201693372,94.0,40.37032947084171,229.26425882824697,31.45015636661453,0.5850778346247547,0.0543468437586404,2.656422070933894,183.0,0.6676721187828382,0.2028133996764524,6.248174240619509,76.0,0.1290462982511631,182,MOs5,780,0.1004230639144235,SSp-tr6a,2.58879798362097
mouse577578,far,5,sine_8Hz,305,0.6896489648964897,0.2443744374437444,94.45669949120284,0.5489648964896491,69.8008062967786,1.0301507537688452,-0.2060301507537688,0.0614033788817843,0.2322191702323828,0.2509909420426537,0.2787410527470065,1.864031949587416,303.0,40.37032947084171,229.26425882824697,31.45015636661453,0.1867789342352866,0.0860958123220646,4.346524632818049,298.0,0.1284385248026608,0.0277461967192723,1.5314891857992208,253.0,0.3853335554954873,182,MOs5,780,0.1531941029492276,SSp-tr6a,2.58879798362097
mouse577578,far,5,sine_8Hz,306,0.793879387938794,0.2184518451845185,193.45451353354284,0.5319531953195319,105.11842549246872,1.3735343383584588,-1.030150753768844,0.0526889108242569,0.4522873861402638,0.5634681417894176,0.5861337984371509,4.568811464057781,59.0,40.37032947084171,229.26425882824697,31.45015636661453,0.8066632387656193,0.1053873217749047,1.7204421585651406,97.0,0.3112020522267789,0.1263779481020309,6.237053239341799,43.0,0.7785954474472965,182,MOs5,780,0.0619577649293838,SSp-tr6a,2.58879798362097
mouse577578,far,5,sine_8Hz,309,0.7938793879387941,0.2292529252925292,227.0846105630567,0.6002700270027,135.09097891044385,0.9614740368509214,-1.9916247906197648,0.2677530707387822,0.541166166877825,0.5709943148214881,0.3408298893722312,3.0609524479686,60.0,39.42128959576837,229.75507671231196,31.081019158165823,0.0114424893812536,0.0145205817853602,5.16985113419089,251.0,0.9414840409633464,0.2769440817519151,5.240491119085221,31.0,0.1528408840705372,183,MOs5,780,0.031960004654357,SSp-tr6a,2.58879798362097
mouse577578,far,5,sine_8Hz,311,0.8189918991899191,0.1895589558955895,317.8739862078225,0.5495049504950494,130.80309688163285,1.716917922948074,0.0,0.0205095069899909,0.1785492609619297,0.4619864714253674,0.3267142653556405,0.7339887595985133,438.0,40.23513079829311,233.61848948223812,31.19497125180412,0.8914538866731664,0.0388183843180346,2.802270358304467,178.0,0.762369804381397,0.0744013490849854,4.375622679868339,99.0,0.2438295953317353,184,MOs5,760,0.0324420395365787,SSp-tr6a,2.577426041615938
mouse577578,far,5,sine_8Hz,315,0.9126912691269128,0.1647164716471647,960.855388187794,0.4331233123312331,283.3239447563236,0.343383584589615,-0.343383584589615,0.0500380389813591,0.2844358449940458,0.2704689992811218,0.3588860969693329,5.288532104829416,284.0,39.465341853527605,232.96027555971835,30.85314155154244,0.3716941808687544,0.1272113585627597,1.536176941568813,245.0,0.017622207350933,0.0710767323349647,4.274626366090935,244.0,0.1973051093610076,185,MOs5,760,0.0258692648062505,SSp-tr6a,2.577426041615938
mouse577578,far,5,sine_8Hz,308,0.8300630063006302,0.1903690369036903,224.27808920357717,0.3923492349234924,107.33926418878916,0.6867671691792288,-2.256520698731754,0.0799104292877203,0.4125020275015985,0.2974916221129878,0.2520178147934555,0.7488007425744417,88.0,39.803628520903374,241.13973219470432,31.014807176774685,0.6821640735498936,0.0520905968262437,2.703404670625116,296.0,0.4611974001402203,0.0308518815778218,3.64342033505936,165.0,0.7189777541729311,186,MOs5,740,0.0343090283122669,SSp-tr6a,2.577426041615938
mouse577578,far,5,sine_8Hz,321,0.4855085508550856,0.1425742574257426,311.286313113584,0.2586858685868587,89.84470271329279,2.403685092127303,-0.3433835845896137,0.0246058414255294,0.1787003794096978,0.2018225177504671,0.2028294521456528,4.805204848330061,1630.0,39.43625327202703,240.5873561415336,30.483160101205705,0.116502378218905,0.0123056213541368,2.903541155918517,880.0,0.8957056681971808,0.0728020114273787,4.6775575495835815,821.0,0.0041477173102449,187,MOs5,740,0.0235041650655043,SSp-tr6a,2.5741503452595773
mouse577578,far,5,sine_8Hz,322,1.0042304230423045,0.3094509450945094,54.78067497273021,0.7925292529252923,55.779156923955135,0.6867671691792292,-2.0603015075376883,0.0310651804478985,0.1866051740412745,0.2301845181852133,0.3004580151937661,1.372675308302545,673.0,39.43625327202703,240.5873561415336,30.483160101205705,0.5852582894582032,0.0303447759952316,4.952300864489319,611.0,0.5552687416886041,0.0344983029880997,3.79777662423938,590.0,0.6082552995582446,187,MOs5,740,0.034285104172179,SSp-tr6a,2.5741503452595773
mouse577578,far,5,sine_8Hz,323,0.4798379837983799,0.1436543654365436,1462.8239339430545,0.7377137713771379,371.4906077261147,1.3735343383584604,0.0,0.0239763166648045,0.3125405080751052,0.5962017620616474,0.9373373995361652,4.3813304402289726,129.0,39.43625327202703,240.5873561415336,30.483160101205705,0.8694991568110372,1.0,4.731197080001088,1.0,0.465831162611322,0.1144550599007319,2.870989586267569,34.0,0.8107444667021101,187,MOs5,740,0.2287730911242165,SSp-tr6a,2.5741503452595773
mouse577578,far,5,sine_8Hz,324,0.8565256525652566,0.1825382538253825,423.5964791551327,0.4174617461746174,156.9118243063531,-0.6867671691792274,-1.716917922948074,0.0320603373023123,0.273429719120551,0.3935948600155681,0.3372669458221713,4.664640687746494,203.0,39.43625327202703,240.5873561415336,30.483160101205705,0.5861741896486493,0.126611527224178,5.40622434879675,90.0,0.2127983157380565,0.0864075002150673,4.415503820095577,194.0,0.175968963839512,187,MOs5,740,0.0153774678198416,SSp-tr6a,2.5741503452595773
mouse577578,far,5,sine_8Hz,314,0.7855085508550856,0.1706570657065707,673.2361318020608,0.5662466246624663,216.57487161736557,1.3735343383584604,0.4120603015075373,0.0490002188184602,0.2598432528121451,0.4334064563023651,0.3551651953615969,5.391325322986775,295.0,39.43625327202703,240.5873561415336,30.483160101205705,0.6127239282571899,0.0810530088771339,0.1079208113813175,121.0,0.4566561613881822,0.1224174591198864,4.539840437951977,140.0,0.1073522701828874,187,MOs5,740,0.0109193996069588,SSp-tr6a,2.5741503452595773
mouse577578,far,5,sine_8Hz,481,0.8886588658865887,0.26003600360036,66.21447741952107,0.5073807380738075,50.83192477934596,2.403685092127303,-2.7470686767169177,0.0596882543840643,0.3161273457997839,0.2761565496319462,0.2158549067303797,4.75268252873645,195.0,39.43625327202703,240.5873561415336,30.483160101205705,0.3141234001721249,0.0187621146839211,4.789046709649459,731.0,0.7731753279716214,0.0887126134070722,5.545710785693698,300.0,0.1436814420531931,187,MOs5,740,0.0505251703030964,SSp-tr6a,2.5741503452595773
mouse577578,far,5,sine_8Hz,325,0.6942394239423944,0.221962196219622,128.54278685380228,0.6216021602160219,57.77348468364732,1.6482412060301503,-0.1373534338358455,0.0432331080203839,0.3224399330614275,0.378493354923262,0.2995751794383042,5.158687431912502,202.0,39.62437137596597,246.2256613291498,30.32918596068098,0.838083438662808,0.0783695163928604,4.086340536466768,241.0,0.2265629512240733,0.1461759267307169,5.124598329747416,202.0,0.0062506325683497,188,MOs5,720,0.0486400665350465,SSp-tr6a,2.5741503452595773
mouse577578,far,5,sine_8Hz,326,0.7998199819981999,0.1857785778577858,267.12772793364053,0.432853285328533,98.3823747361685,1.0301507537688452,0.0,0.0678781464670799,0.2941874847347275,0.2490383332297945,0.2421240434563167,1.03348629342526,230.0,39.62437137596597,246.2256613291498,30.32918596068098,0.5224863902001193,0.0524195082928819,0.0138315266642205,288.0,0.4635639168882858,0.0199853480587848,0.0203505064249623,267.0,0.8834830475400945,188,MOs5,720,0.0296710740386564,SSp-tr6a,2.5741503452595773
mouse577578,far,5,sine_8Hz,327,0.9024302430243024,0.2357335733573358,178.67141817311318,0.4779477947794778,102.69758759392322,2.7470686767169177,-1.3048576214405356,0.0333772948168637,0.2513984784439562,0.495154169583972,0.3761432848240158,4.492585664678855,237.0,2.9784997551947936,8.74302834845823,2.679387681948786,0.8951701410456635,0.0897119991076227,5.773128576763963,104.0,0.4168712991535132,0.1615061049320862,4.52460153302939,51.0,0.2722061619822685,189,MOs5,720,0.0472753308635683,SSp-tr6a,2.566490794840301
mouse577578,far,5,sine_8Hz,329,0.811971197119712,0.2365436543654365,215.69770814447733,0.5522052205220521,103.323898082676,1.3735343383584604,-2.550849485522852,0.2546673691924229,0.6175484238205251,0.536731796029654,0.4575566838750885,5.83381715326852,42.0,2.9784997551947936,8.74302834845823,2.679387681948786,0.0200337365057184,0.1221092788637406,4.022595933672564,46.0,0.4747280263272282,0.1472260279873231,3.887875894335032,30.0,0.5579497787646192,189,MOs5,720,0.0818748538493152,SSp-tr6a,2.566490794840301
mouse577578,far,5,sine_8Hz,484,0.8724572457245726,0.211971197119712,280.5484847252798,0.5368136813681369,122.80893558060592,2.0603015075376905,-1.7169179229480738,0.0353291070207996,0.2015095233466355,0.2847298515507723,0.2387802966320465,4.833882208154351,611.0,2.9784997551947936,8.74302834845823,2.679387681948786,0.2590857282419573,0.006451068668821,2.262521872867293,450.0,0.9815322711782212,0.0239746795418086,4.775063242874385,362.0,0.6332848678820521,189,MOs5,720,0.0482000434683832,SSp-tr6a,2.566490794840301
mouse577578,far,5,sine_8Hz,483,0.8195319531953196,0.1720072007200721,540.0705142793124,0.4082808280828084,166.9119371831027,2.0603015075376883,-2.7470686767169177,0.0501511221542445,0.2738375634154566,0.325001842021903,0.3085110418299744,5.065567737437895,279.0,2.9784997551947936,8.74302834845823,2.679387681948786,0.3997447269224912,0.0447353180963186,1.4501912120455678,394.0,0.4830375175473487,0.0829638598419399,5.100369942743316,192.0,0.0980807409441472,189,MOs5,720,0.0266352737418406,SSp-tr6a,2.566490794840301
mouse577578,far,5,sine_8Hz,328,0.5878487848784878,0.1647164716471647,613.3692433745747,0.8505850585058509,200.6391841919455,4.1206030150753765,-1.3735343383584575,0.0362531398648438,0.1820674368157416,0.2482961816576549,0.1352990099641467,4.892644297000454,848.0,2.9784997551947936,8.74302834845823,2.679387681948786,0.2626252213417198,0.0216796856960723,5.374555907405965,791.0,0.671042831056198,0.0824998663914505,5.392599633527135,674.0,0.0001283218952891,189,MOs5,720,0.0312713047562003,SSp-tr6a,2.566490794840301
mouse577578,far,5,sine_8Hz,332,0.8432943294329436,0.2735373537353736,77.37892429638431,0.4412241224122414,69.27014748346666,2.7470686767169177,-0.3433835845896151,0.0544143915246831,0.261394355399335,0.2157382726131265,0.2407531542614151,5.621761372907152,845.0,40.18314186788232,192.90222285634871,31.227860379152343,0.0541793795640413,0.042687162112251,4.636696478013553,517.0,0.3880382389404232,0.0685814946313222,4.796142643167499,614.0,0.0169144654312856,190,MOs5,700,0.0778959652636934,SSp-tr6a,2.587107458147033
mouse577578,far,5,sine_8Hz,331,0.9137713771377138,0.261926192619262,81.97057453658535,0.5192619261926191,76.34284857916242,6.1809045226130666,-0.7554438860971526,0.024204703139,0.2821907521067092,0.4652336409630727,0.3946449617326644,3.073815232259289,207.0,40.18314186788232,192.90222285634871,31.227860379152343,0.8062106084307326,0.1608202117385623,4.569039490954794,103.0,0.0675741774727692,0.1737348585571503,5.107873854836623,59.0,0.2281039782176778,190,MOs5,700,0.0494876151570509,SSp-tr6a,2.587107458147033
mouse577578,far,5,sine_8Hz,336,0.8141314131413142,0.1612061206120612,736.9786240025949,0.4396039603960399,208.35424122587065,0.6867671691792302,0.0,0.0654259503523213,0.3634198608382089,0.4484606512140803,0.4010014264131556,5.089480968455185,137.0,39.24215269898983,259.1643947551108,29.08770077514822,0.3561891503873362,0.1098459869438745,4.4751054053697095,134.0,0.1999166638219357,0.2487949145288296,2.9877919913899618,117.0,0.0004177299046912,192,MOs5,680,0.0185891710923741,SSp-tr6a,2.587107458147033
mouse577578,far,5,sine_8Hz,337,0.811971197119712,0.2173717371737173,117.52893043184812,0.4501350135013501,60.96262478370247,1.0301507537688452,-0.343383584589615,0.0495885324329233,0.2693225609209232,0.2710482240610467,0.2853074299926242,1.922224446923125,246.0,38.89853632480512,261.741552249455,29.34306541532689,0.5248216507622551,0.0391810439761906,2.4307143204468677,168.0,0.8109789277913472,0.0861295502874079,4.548078269762648,322.0,0.0372555638901626,193,MOs5,680,0.2206047165698484,SSp-tr6a,2.576941016011038
mouse577578,far,5,sine_8Hz,513,0.8821782178217824,0.2324932493249325,97.40634488032724,0.476057605760576,73.20341803456532,1.0301507537688452,-1.2361809045226135,0.0784380844141671,0.3510178411249003,0.4661536098583202,0.4324375122654716,2.030598090844384,179.0,38.89853632480512,261.741552249455,29.34306541532689,0.2357964640174029,0.0787859651765956,3.350367904410253,149.0,0.3918344048359988,0.0505727505697433,3.2304708450289863,47.0,0.948496007510874,193,MOs5,680,0.0874474559334977,SSp-tr6a,2.576941016011038
mouse577578,far,5,sine_8Hz,486,0.8370837083708372,0.2295229522952295,92.26105524875646,0.5351935193519352,66.0975596127949,2.0603015075376883,-1.4422110552763818,0.1010584577590751,0.3879521776517906,0.5728819003794091,0.5556815716440021,0.5387583807213435,75.0,38.89853632480512,261.741552249455,29.34306541532689,0.5234214197221525,0.1311197635820969,3.6219522378975135,22.0,0.694352043368674,0.1515959998297553,4.533444148751525,27.0,0.6180355616705928,193,MOs5,680,0.1009869786543681,SSp-tr6a,2.576941016011038
mouse577578,far,5,sine_8Hz,339,0.7933393339333935,0.2157515751575157,107.41225663539775,0.4984698469846985,66.20140055222176,1.3735343383584588,-0.6867671691792302,0.1774278266243003,0.5744309777414089,0.4673125800478376,0.5490283736454556,1.4002680800771654,62.0,38.90595073064243,267.2980764768927,28.551301945871565,0.2072594633598083,0.1786260980302609,2.6660868058868843,85.0,0.0603860890896844,0.1250337904718437,4.236360776621401,85.0,0.4866886601729787,194,MOs5,660,0.1009763381023462,SSp-tr6a,2.576941016011038
