mouse,probe_position,stim_current,stim_freq,unitID,peak_ch,waveform_duration,waveform_REP,transient_type,transient_onset,transient_offset,transient_peak_value,meanFR_pre_10s,stdFR_pre_10s,meanFR_pre_1s,stdFR_pre_1s,meanFR_stimOn_10s,meanFR_stimOn_1s,meanFR_stimOn_01s,meanFR_stimOn_last_01s,meanFR_stimOn_last_1s,area_peak_ch,depth_peak_ch,error_waveform,area_stim_tip,distance_peakch_stim_tip
mouse577578,close,1,sine_140Hz,20,7,0.3845896147403685,1.3222967000920092,,,,,1.8490603959401064,2.493582674691659,3.142440696426969,2.5818138610930896,1.4325005780624482,1.555050025098512,1.5252816881329876,3.947125925517983,1.925005780624484,CL,3540,0.0180312702126542,SSp-tr6a,2.9303370113350447
mouse577578,close,1,sine_140Hz,23,9,0.4257956448911223,1.1500521289768733,,,,,11.244725595620444,5.028129291718951,12.72330739391204,3.799019654565642,6.806830387402134,11.217403576947254,7.256247522356179,14.677656405568657,8.7422501082322,CL,3520,0.0231648723025153,SSp-tr6a,2.901400523884974
mouse577578,close,1,sine_140Hz,27,9,0.5631490787269682,0.4136930495049968,,,,,11.40927278577705,4.8125233011957045,10.948381341836226,4.819671732322719,9.546154867994549,10.804463700940738,11.57117341035196,15.049299855933546,12.147895211783451,CL,3520,0.033218990669591,SSp-tr6a,2.901400523884974
mouse577578,close,1,sine_140Hz,32,9,0.3296482412060302,1.1882226934754747,,,,,5.978427033599557,4.431384076608088,5.846377436447704,4.129748527884401,5.058182074965789,7.1966284527190725,6.264396076814255,9.003311168779579,6.138276740939502,CL,3520,0.0202588035089234,SSp-tr6a,2.901400523884974
mouse577578,close,1,sine_140Hz,29,10,0.4257956448911223,1.3264154818222649,,,,,17.471567199664843,6.029246496942948,21.76678831793312,5.121311195427826,18.40870175560729,24.39944602461489,20.47906644695073,21.317103602065025,17.031692427152112,CL,3500,0.0095038143178517,SSp-tr6a,2.901400523884974
mouse577578,close,1,sine_140Hz,31,11,0.4944723618090452,0.4121852598480909,,,,,0.9312685063309925,1.5711606901769963,0.7999999999999998,1.397776293575376,1.304114456355827,2.5,0.9999999999999996,1.49436817940352,1.2411445635582703,CL,3500,0.0323441718727462,SSp-tr6a,2.877281703274812
mouse577578,close,1,sine_140Hz,38,13,0.3296482412060302,0.6974060576680567,,,,,28.34291476649172,9.2186607309797,27.23242732419394,8.003132438986244,26.239366392126783,31.111928087143102,25.92397988617196,25.559723283925667,26.053040976483175,CL,3480,0.0261956523157161,SSp-tr6a,2.853178052628332
mouse577578,close,1,sine_140Hz,37,13,0.5082077051926298,1.4190291489479256,D,-5.542233338928781e-12,0.4129999999942289,0.0,1.0994105271727943,2.6778909223870344,4.909940967823793,4.759397338268497,0.2054305604539871,0.0999999999999999,0.0,5.778256693844656,0.8543056045398718,CL,3480,0.0466235562367535,SSp-tr6a,2.853178052628332
mouse577578,close,1,sine_140Hz,34,13,0.3159128978224456,0.6167684640800619,,,,,4.256423003194326,3.135078799948511,3.9241358270320874,3.0260250338720898,3.197080783534131,4.701101023413999,1.708078353413154,1.9753770863760487,4.485773283664317,CL,3480,0.0734444742451126,SSp-tr6a,2.853178052628332
mouse577578,close,1,sine_140Hz,35,13,0.3159128978224456,1.0531938349845085,,,,,18.003755673199986,6.055147592438738,18.663396934857413,4.800564411300077,16.210993474984537,17.351552967725365,15.271811849993348,17.53586692059048,16.687748159403966,CL,3480,0.0187808571618702,SSp-tr6a,2.853178052628332
mouse577578,close,1,sine_140Hz,39,14,0.4257956448911223,0.6070288778951717,D,-5.542233338928781e-12,0.1859999999943546,0.0,0.9546779218169028,1.775222828490079,0.3999999999999999,0.8228079771946587,0.34,1.1326504370498838,0.0,0.0,0.5,CL,3460,0.0639920493696228,SSp-tr6a,2.853178052628332
mouse577578,close,1,sine_140Hz,40,14,0.3845896147403684,0.6200287183050933,,,,,6.088968687704671,3.9930196857929614,5.846377436447704,4.111099759701848,5.553532790736062,7.540349941482115,7.441883021148763,10.53838274580684,6.688262271678664,CL,3460,0.0167951396705456,SSp-tr6a,2.853178052628332
mouse577578,close,1,sine_140Hz,44,17,0.4395309882747068,0.9521226641975268,,,,,8.07563913241408,4.589359939613463,9.498537551325231,4.206336227783372,7.0064524755438615,9.61685537150012,8.576592625180062,10.114421163041335,6.288471887141902,CL,3440,0.024487315571,SSp-tr6a,2.829089959686684
mouse577578,close,1,sine_140Hz,45,17,0.4120603015075377,0.8324145789273765,,,,,8.31523900700011,5.1240944429617175,9.167450269170262,4.820953151535436,7.938997451330673,14.949444421915135,9.540726010802157,11.426656356413217,5.862047502191953,CL,3440,0.0135447438202483,SSp-tr6a,2.829089959686684
mouse577578,close,1,sine_140Hz,46,17,0.4670016750418761,0.8430458093669956,,,,,6.022485639556048,5.1232086556682574,5.9519127692800025,3.669995046925723,4.811686767856795,4.808780197152781,3.764799351554063,6.131643372299537,4.161764189837478,CL,3440,0.0135018025349411,SSp-tr6a,2.829089959686684
mouse577578,close,1,sine_140Hz,401,21,0.5082077051926298,0.3088701281259437,,,,,7.487629824473374,4.501238583111742,8.421657666560549,5.360152257899376,6.34765867393313,7.299864915994645,8.578352344935896,10.728990062981076,8.00392228941345,CL,3400,0.022995269817613,SSp-tr6a,2.7809620637470047
mouse577578,close,1,sine_140Hz,53,21,0.5082077051926298,0.3632583990120356,,,,,5.126849807894564,3.972924739128683,5.882233137406062,3.0688880576499264,4.363265043704987,4.223340684356929,2.7297288452911603,3.3736693272033933,4.597601136097143,CL,3400,0.0416664834046026,SSp-tr6a,2.7809620637470047
mouse577578,close,1,sine_140Hz,52,21,0.535678391959799,0.4084820848939271,,,,,8.112051657576496,5.289539371516294,9.404944382267008,4.88780774969405,9.03518025812646,7.59818682129225,11.466902155717737,9.806484103483704,10.881198999545443,CL,3400,0.0223497378039285,SSp-tr6a,2.7809620637470047
mouse577578,close,1,sine_140Hz,49,21,0.5494137353433836,0.1677346672752532,,,,,2.361571701336549,2.203043334023256,1.5845092298392898,1.6877886027657671,2.004872275747008,2.925202692625488,3.487227574700813,0.0,1.867349562950116,CL,3400,0.0840672733192244,SSp-tr6a,2.7809620637470047
mouse577578,close,1,sine_140Hz,50,21,0.5219430485762143,0.6647049113249032,,,,,0.5929052356547079,1.8211651122438588,0.7999999999999999,1.499932291584855,0.58,0.2999999999999999,0.2018506752594115,0.0,0.0999999999999999,CL,3400,0.0388170305510785,SSp-tr6a,2.7809620637470047
