cluster,mouse,probe_position,unitID,waveform_halfwidth,waveform_duration,waveform_REP,distance_peakch_stim_tip,universal_ID
0,mouse598183,far,66,0.2800180018001801,0.7271827182718271,0.2829882988298831,2.427189733003994,mouse598183far66
1,mouse598183,far,317,0.2627362736273627,0.607830783078308,0.3396939693969396,2.4020824298928627,mouse598183far317
0,mouse598183,far,318,0.5554455445544555,0.9990999099909992,0.2295229522952295,2.371840003035618,mouse598183far318
0,mouse598183,far,72,0.3224122412241225,0.6923492349234925,0.5262826282628265,2.3603495503844343,mouse598183far72
0,mouse598183,far,73,0.2408640864086408,0.7212421242124213,0.4582358235823583,2.349068964504874,mouse598183far73
0,mouse598183,far,76,0.2162916291629163,0.7652565256525654,0.5046804680468046,2.3036655573238063,mouse598183far76
0,mouse598183,far,78,0.226012601260126,0.8951395139513952,0.4058505850585058,2.3036655573238063,mouse598183far78
1,mouse598183,far,83,0.1171917191719171,0.4798379837983798,0.3183618361836184,2.272938626536141,mouse598183far83
1,mouse598183,far,323,0.0693969396939693,0.5910891089108912,0.5381638163816381,2.240675121475668,mouse598183far323
1,mouse598183,far,91,0.1471647164716472,0.3113411341134113,0.2713771377137713,2.240675121475668,mouse598183far91
1,mouse598183,far,70,0.2775877587758775,0.5754275427542754,0.3016201620162019,2.371840003035618,mouse598183far70
1,mouse598183,far,84,0.0685868586858685,0.1684968496849685,0.1107110711071107,2.263155982251334,mouse598183far84
0,mouse622179,far,12,0.2986498649864987,0.9121512151215124,0.427992799279928,2.7526123955253854,mouse622179far12
1,mouse622180,far,2,0.1595859585958595,0.5986498649864987,0.3056705670567057,2.8255530432111873,mouse622180far2
0,mouse622180,far,12,0.3197119711971197,0.5956795679567959,0.4460846084608462,2.7623585936659283,mouse622180far12
1,mouse622180,far,16,0.1555355535553555,0.7698469846984699,0.3537353735373537,2.7623585936659283,mouse622180far16
1,mouse622180,far,275,0.2476147614761477,0.5589558955895592,0.4069306930693069,2.7623585936659283,mouse622180far275
0,mouse622180,far,13,0.2027902790279028,0.8732673267326735,0.5114311431143114,2.7502272633366145,mouse622180far13
1,mouse622180,far,15,0.1347434743474348,0.332943294329433,0.6734473447344733,2.7502272633366145,mouse622180far15
1,mouse622180,far,19,0.16201620162016198,0.2292529252925292,0.1474347434743473,2.7502272633366145,mouse622180far19
1,mouse622180,far,21,0.1593159315931593,0.5724572457245725,0.3162016201620163,2.714889500513787,mouse622180far21
1,mouse622180,far,23,0.12097209720972098,0.248964896489649,0.2103510351035102,2.714889500513787,mouse622180far23
1,mouse622180,far,276,0.2694869486948695,0.4533753375337535,0.4250225022502249,2.703469992435648,mouse622180far276
1,mouse622180,far,26,0.1917191719171918,0.557065706570657,0.3426642664266428,2.6811844397579216,mouse622180far26
1,mouse622180,far,27,0.1709270927092709,0.5929792979297931,0.3812781278127813,2.6811844397579216,mouse622180far27
0,mouse622180,far,4,0.2222322232223222,1.3298829882988301,0.5308730873087311,2.799776776816324,mouse622180far4
1,mouse631538,far,253,0.1563456345634564,0.3540054005400541,0.2972997299729971,2.7306134841826295,mouse631538far253
0,mouse631538,far,255,0.2022502250225022,0.8657065706570658,0.3415841584158418,2.7306134841826295,mouse631538far255
1,mouse631538,far,251,0.2424842484248425,0.4687668766876688,0.3213321332133214,2.7306134841826295,mouse631538far251
1,mouse631538,far,254,0.1755175517551755,0.4066606660666066,0.2816381638163818,2.7194898418637274,mouse631538far254
