cluster,mouse,probe_position,unitID,waveform_halfwidth,waveform_duration,waveform_REP,distance_peakch_stim_tip,universal_ID
0,mouse657904,close,9,0.1965796579657965,0.6056705670567056,0.3669666966696673,3.2890918199405754,mouse657904close9
0,mouse657904,close,16,0.1944194419441944,0.5241224122412241,0.3410441044104411,3.2537478390311687,mouse657904close16
0,mouse657904,close,24,0.1792979297929793,0.6008100810081008,0.3089108910891089,3.2184041076285,mouse657904close24
0,mouse657904,close,37,0.2516651665166517,0.5816381638163817,0.4153015301530155,3.2184041076285,mouse657904close37
0,mouse657904,close,58,0.2000900090009001,0.5964896489648965,0.4009900990099012,3.0949555731867946,mouse657904close58
1,mouse657904,close,74,0.1298829882988298,0.2711071107110712,0.2422142214221421,3.0069710673699532,mouse657904close74
0,mouse657904,close,77,0.2805580558055806,0.5756975697569757,0.3645364536453646,2.9716367543830113,mouse657904close77
1,mouse657904,close,79,0.1371737173717371,0.4201620162016203,0.2432943294329432,2.9544458025152536,mouse657904close79
0,mouse657904,close,82,0.2227722772277228,0.5862286228622863,0.3480648064806481,2.9544458025152536,mouse657904close82
0,mouse657904,close,80,0.2276327632763276,0.6067506750675068,0.3672367236723671,2.93630294758562,mouse657904close80
1,mouse657904,close,94,0.1533753375337534,0.3210621062106211,0.2478847884788479,2.8837909078156136,mouse657904close94
1,mouse657904,close,105,0.2511251125112511,0.46201620162016205,0.2252025202520253,2.8131388163402105,mouse657904close105
1,mouse657904,close,107,0.1323132313231323,0.2684068406840684,0.2327632763276329,2.8131388163402105,mouse657904close107
0,mouse657904,close,109,0.19387938793879397,0.6353735373537355,0.311881188118812,2.7960910214082797,mouse657904close109
0,mouse657904,close,114,0.1814581458145814,0.6118811881188121,0.3475247524752475,2.77781388865417,mouse657904close114
0,mouse657904,close,575,0.2017101710171016,0.6610261026102612,0.3594059405940594,3.30662214351746,mouse657904close575
0,mouse657904,close,29,0.2308730873087309,0.6224122412241225,0.3756075607560755,3.2184041076285,mouse657904close29
0,mouse657904,close,42,0.2081908190819082,0.6037803780378038,0.3237623762376238,3.147717426961957,mouse657904close42
1,mouse657904,close,57,0.2095409540954095,0.3494149414941494,0.2778577857785779,3.0949555731867946,mouse657904close57
0,mouse657904,close,101,0.1954995499549955,0.5983798379837985,0.366696669666967,2.8484644986378185,mouse657904close101
1,mouse657904,close,111,0.1342034203420342,0.2611161116111612,0.2227722772277227,2.7960910214082797,mouse657904close111
0,mouse657904,close,584,0.2000900090009001,0.6510351035103511,0.3718271827182721,2.725458676993654,mouse657904close584
0,mouse657904,close,123,0.2897389738973898,0.6153915391539154,0.3731773177317731,2.725458676993654,mouse657904close123
0,mouse657904,close,90,0.2025202520252025,0.5959495949594962,0.3299729972997298,2.9191180174840485,mouse657904close90
0,mouse657904,close,108,0.2773177317731774,0.6847884788478849,0.3491449144914492,2.7960910214082797,mouse657904close108
0,mouse657904,close,23,0.2206120612061206,0.6218721872187221,0.3785778577857787,3.2537478390311687,mouse657904close23
0,mouse657904,close,66,0.2843384338433843,0.6002700270027003,0.4020702070207024,3.0423058689093048,mouse657904close66
1,mouse657904,close,84,0.1957695769576958,0.376147614761476,0.2532853285328533,2.9191180174840485,mouse657904close84
0,mouse657904,close,579,0.2117011701170117,0.538973897389739,0.3607560756075607,2.9009696654739434,mouse657904close579
0,mouse657904,close,89,0.2098109810981099,0.6002700270027003,0.3097209720972098,2.9009696654739434,mouse657904close89
1,mouse657904,close,92,0.1560756075607561,0.32889288928892896,0.3318631863186317,2.8837909078156136,mouse657904close92
0,mouse657904,close,580,0.1779477947794779,0.5983798379837983,0.3623762376237623,2.77781388865417,mouse657904close580
1,mouse657905,close,6,0.1212421242124213,0.2060306030603059,0.1525652565256525,2.9091450634163984,mouse657905close6
1,mouse657905,close,5,0.1582358235823582,0.4944194419441945,0.2441044104410441,2.874347752099596,mouse657905close5
0,mouse657905,close,482,0.1949594959495949,0.5297929792979298,0.3178217821782179,2.874347752099596,mouse657905close482
0,mouse657905,close,9,0.1817281728172817,0.5014401440144015,0.3043204320432042,2.874347752099596,mouse657905close9
1,mouse657905,close,11,0.2046804680468047,0.3907290729072907,0.2681368136813682,2.874347752099596,mouse657905close11
1,mouse657905,close,483,0.1674167416741674,0.4150315031503152,0.2343834383438343,2.874347752099596,mouse657905close483
1,mouse657905,close,484,0.1652565256525653,0.4455445544554457,0.2297929792979298,2.8598513947406428,mouse657905close484
1,mouse657905,close,14,0.1201620162016201,0.4255625562556255,0.2243924392439245,2.8395642271306354,mouse657905close14
1,mouse657905,close,485,0.1512151215121513,0.3796579657965798,0.2738073807380736,2.8395642271306354,mouse657905close485
0,mouse657905,close,22,0.2411341134113411,0.6256525652565257,0.4104410441044107,2.7556759606310752,mouse657905close22
0,mouse657905,close,17,0.2459945994599459,0.4285328532853285,0.3553555355535556,2.7903852780574945,mouse657905close17
0,mouse657905,close,18,0.45985598559856,0.7153015301530156,0.3369936993699367,2.7903852780574945,mouse657905close18
