cluster,mouse,probe_position,unitID,waveform_halfwidth,waveform_duration,waveform_REP,distance_peakch_stim_tip,universal_ID
1,mouse598181,close,474,0.1312331233123312,0.2702970297029703,0.2489648964896489,0.7798236980241111,mouse598181close474
1,mouse598181,close,499,0.1468946894689469,0.280828082808281,0.2122412241224123,0.6329494450586082,mouse598181close499
0,mouse622179,close,101,0.1641764176417641,0.4522952295229524,0.4142214221422142,1.6406934509529805,mouse622179close101
0,mouse622180,close,157,0.19198919891989202,0.6027002700270027,0.3499549954995501,1.2582229532161622,mouse622180close157
0,mouse622180,close,158,0.2079207920792078,0.6,0.3926192619261927,1.2582229532161622,mouse622180close158
0,mouse622180,close,163,0.1682268226822681,0.6402340234023403,0.3882988298829884,1.2582229532161622,mouse622180close163
0,mouse622180,close,162,0.2351935193519352,0.6072907290729074,0.3688568856885689,1.2582229532161622,mouse622180close162
0,mouse622180,close,168,0.1938793879387939,0.5873087308730873,0.3666966696669668,1.225,mouse622180close168
0,mouse622180,close,167,0.2935193519351936,0.5216921692169216,0.2970297029702972,1.225,mouse622180close167
0,mouse622180,close,171,0.1603960396039604,0.5816381638163818,0.393159315931593,1.225,mouse622180close171
0,mouse622180,close,173,0.2022502250225022,0.5659765976597659,0.3399639963996401,1.225,mouse622180close173
0,mouse622180,close,175,0.1911791179117912,0.5684068406840684,0.3710171017101711,1.225,mouse622180close175
0,mouse622180,close,178,0.15499549954995498,0.5819081908190821,0.328082808280828,1.2129509470708204,mouse622180close178
0,mouse622180,close,176,0.1603960396039604,0.7018001800180018,0.4792979297929794,1.2129509470708204,mouse622180close176
0,mouse622180,close,179,0.2038703870387038,0.7185418541854187,0.6950495049504949,1.1918997441060215,mouse622180close179
0,mouse622180,close,511,0.1833483348334834,0.6866786678667869,0.3240324032403238,1.1918997441060215,mouse622180close511
0,mouse622180,close,181,0.1903690369036903,0.5594959495949596,0.3367236723672366,1.1800423721205948,mouse622180close181
0,mouse622180,close,180,0.1838883888388839,0.6062106210621062,0.32997299729973,1.1800423721205948,mouse622180close180
0,mouse622180,close,186,0.1533753375337534,0.5862286228622863,0.2900090009000902,1.158932698649926,mouse622180close186
0,mouse622180,close,193,0.19900990099009902,0.6175517551755177,0.3153915391539156,1.158932698649926,mouse622180close193
1,mouse622180,close,194,0.1347434743474348,0.2713771377137715,0.2081908190819081,1.147279390558377,mouse622180close194
0,mouse622180,close,189,0.1463546354635463,0.6572457245724574,0.2576057605760575,1.147279390558377,mouse622180close189
0,mouse622180,close,195,0.1703870387038704,0.6294329432943295,0.3688568856885689,1.147279390558377,mouse622180close195
0,mouse622180,close,196,0.1655265526552656,0.5837983798379839,0.3118811881188119,1.1261105629555208,mouse622180close196
0,mouse622180,close,197,0.1892889288928892,0.5724572457245726,0.3191719171917191,1.1261105629555208,mouse622180close197
0,mouse622180,close,198,0.2400540054005401,0.8616561656165619,0.4163816381638162,1.1261105629555208,mouse622180close198
0,mouse622180,close,204,0.1498649864986498,0.5535553555355536,0.340774077407741,1.1197097838279346,mouse622180close204
0,mouse622180,close,191,0.1930693069306931,0.6275427542754276,0.3529252925292531,1.1197097838279346,mouse622180close191
0,mouse622180,close,212,0.1571557155715572,0.6040504050405041,0.2570657065706572,1.1197097838279346,mouse622180close212
0,mouse622180,close,203,0.1868586858685869,0.5384338433843384,0.3234923492349235,1.1197097838279346,mouse622180close203
0,mouse622180,close,206,0.1806480648064806,0.5927092709270927,0.33591359135913595,1.1197097838279346,mouse622180close206
0,mouse622180,close,515,0.2071107110711071,0.6151215121512154,0.3456345634563456,1.1197097838279346,mouse622180close515
1,mouse622180,close,208,0.1277227722772278,0.1998199819981998,0.1031503150315031,1.1082080129650749,mouse622180close208
0,mouse622180,close,210,0.1684968496849685,0.7722772277227724,0.4342034203420343,1.1082080129650749,mouse622180close210
0,mouse622180,close,211,0.1625562556255625,0.4028802880288029,0.5316831683168317,1.1082080129650749,mouse622180close211
0,mouse622180,close,520,0.1668766876687668,0.6391539153915392,0.3858685868586858,1.086853255964208,mouse622180close520
0,mouse622180,close,519,0.1995499549954995,0.5702970297029704,0.3116111611161116,1.086853255964208,mouse622180close519
0,mouse622180,close,518,0.2100810081008101,0.6005400540054007,0.3631863186318633,1.086853255964208,mouse622180close518
0,mouse622180,close,222,0.2330333033303331,0.6135013501350136,0.4938793879387938,1.086853255964208,mouse622180close222
0,mouse622180,close,220,0.1441944194419442,0.5424842484248427,0.2684068406840683,1.086853255964208,mouse622180close220
