mouse,probe_position,unitID,VL_pre,VL_stimOn,VL_post,angle_pre_ch15,angle_stimOn_ch15,angle_post_ch15,Nspikes_pre,Nspikes_StimOn,Nspikes_post,Fspikes_pre,Fspikes_StimOn,Fspikes_post,distance_peakch_stim_tip,error_waveform,universal_ID,waveform_halfwidth,waveform_duration,waveform_REP,cluster
mouse577578,close,240,0.0291082446087363,0.0286949295698424,0.06889908683624,2.41164686304906,4.250826604874779,1.3568310425862842,976.0,814.0,661.0,9.76,8.14,6.61,1.3430376018563293,0.0128329893782516,mouse577578close240,0.1234023402340234,0.3885688568856885,0.2651665166516652,0
mouse577578,close,241,0.1866322047171082,0.0421936834299905,0.0645642892694597,4.387921351524358,3.4521799691285096,4.710324112398304,135.0,129.0,140.0,1.35,1.29,1.4000000000000001,1.3430376018563293,0.0286348419003639,mouse577578close241,0.1782178217821782,0.5797479747974799,0.3448244824482449,3
mouse577578,close,242,0.0170845986282984,0.0141849326006651,0.0199679533944822,4.323312141732528,4.698581545798062,4.940709235212332,2455.0,2228.0,2247.0,24.55,22.28,22.47,1.3202745926510897,0.0182356722304473,mouse577578close242,0.1612061206120613,0.3861386138613862,0.2935193519351935,0
mouse577578,close,243,0.0412136989600675,0.0400378537188234,0.0248120805081445,3.9376518856539566,0.8149682312408439,0.0110321364889576,334.0,346.0,429.0,3.34,3.46,4.29,1.3202745926510897,0.0291887375525852,mouse577578close243,0.20603060306030602,0.491989198919892,0.3081008100810081,3
mouse577578,close,244,0.1724248516951179,0.0284451182553043,0.1810116566513142,3.5292929429890347,0.045043519161702,4.793381476957415,78.0,92.0,88.0,0.78,0.92,0.88,1.3202745926510897,0.0299952373547438,mouse577578close244,0.1906390639063906,0.5335733573357337,0.3075607560756075,3
mouse577578,close,247,0.0164274667302585,0.0271779995595836,0.0281911655459989,2.9425817089202853,3.3341919095544488,5.466180683378713,1257.0,1022.0,1285.0,12.57,10.22,12.85,1.297593927236098,0.0135962488842753,mouse577578close247,0.1477047704770476,0.2991899189918992,0.3818181818181818,0
mouse577578,close,248,0.0897083102823813,0.0955301804836561,0.0344607029317631,4.720599217174389,3.0944291894650733,6.0334405690244814,115.0,83.0,98.0,1.1500000000000001,0.8300000000000001,0.98,1.297593927236098,0.0192952932161043,mouse577578close248,0.1925292529252925,0.5991899189918994,0.3691269126912692,3
mouse577578,close,251,0.1511090479348341,0.0944696526165271,0.0521584925798115,4.797368760423002,3.6317258099319054,0.3721319547625479,101.0,97.0,184.0,1.01,0.97,1.84,1.2910751333675359,0.0224862665506547,mouse577578close251,0.1728172817281729,0.6099909990999102,0.3064806480648065,3
mouse577578,close,253,0.0520103764479741,0.0298598817964053,0.0616606147215662,3.4772058679358566,1.4017979624591024,4.972165178919396,121.0,178.0,172.0,1.21,1.78,1.72,1.2683650893965823,0.0357181921515209,mouse577578close253,0.1792979297929793,0.6550855085508553,0.3912691269126912,3
mouse577578,close,259,0.0363571552405537,0.0576563916714351,0.1194632067352621,4.612500021228891,0.7279431892405517,4.772877939925334,514.0,195.0,119.0,5.14,1.95,1.19,1.2232129822725069,0.0699636619698731,mouse577578close259,0.2508550855085508,0.5846084608460846,0.4220522052205223,1
