mouse,probe_position,unitID,VL_pre,VL_stimOn,VL_post,angle_pre_ch15,angle_stimOn_ch15,angle_post_ch15,Nspikes_pre,Nspikes_StimOn,Nspikes_post,Fspikes_pre,Fspikes_StimOn,Fspikes_post,distance_peakch_stim_tip,error_waveform,universal_ID,waveform_halfwidth,waveform_duration,waveform_REP,cluster
mouse577578,close,240,0.0378006014986727,0.0226886796346265,0.0468389298287983,6.079078938846545,5.944582920900369,0.617836102022048,862.0,867.0,858.0,8.620000000000001,8.67,8.58,1.3430376018563293,0.0126478477799477,mouse577578close240,0.1234023402340234,0.3885688568856885,0.2651665166516652,0
mouse577578,close,241,0.0915625300731605,0.0997656011842694,0.0853316747962482,1.2015451107216093,5.9845278633577825,3.2726582988462662,183.0,177.0,202.0,1.83,1.77,2.02,1.3430376018563293,0.0216728205515935,mouse577578close241,0.1782178217821782,0.5797479747974799,0.3448244824482449,3
mouse577578,close,242,0.0181565737971781,0.0082370634487281,0.0118034381558486,3.667821696049337,5.853968120768535,4.603778608014464,2158.0,2160.0,2426.0,21.580000000000002,21.6,24.26,1.3202745926510897,0.0136270327950845,mouse577578close242,0.1612061206120613,0.3861386138613862,0.2935193519351935,0
mouse577578,close,243,0.0388648883283251,0.1032012643555426,0.0548208655039465,0.1373346958762817,5.947097743627095,1.6940963565471463,410.0,481.0,498.0,4.1,4.8100000000000005,4.98,1.3202745926510897,0.0348427684503547,mouse577578close243,0.20603060306030602,0.491989198919892,0.3081008100810081,3
mouse577578,close,244,0.0338859364561207,0.0925630760169665,0.0494950435037334,3.704487231389913,4.5976353784867605,0.3926350876502452,267.0,242.0,175.0,2.67,2.42,1.75,1.3202745926510897,0.0422898670992239,mouse577578close244,0.1906390639063906,0.5335733573357337,0.3075607560756075,3
mouse577578,close,247,0.012503544507921,0.0097684006828902,0.0394388768398406,3.2639972223863154,3.600322432129956,5.893492912052077,2486.0,2070.0,1556.0,24.86,20.7,15.56,1.297593927236098,0.0151200987806165,mouse577578close247,0.1477047704770476,0.2991899189918992,0.3818181818181818,0
mouse577578,close,248,0.0652447489484629,0.06514084102825099,0.0310503922424882,3.1115134387864036,3.9994439433562516,4.2482360066857385,221.0,250.0,190.0,2.21,2.5,1.9000000000000001,1.297593927236098,0.0088544332597849,mouse577578close248,0.1925292529252925,0.5991899189918994,0.3691269126912692,3
mouse577578,close,251,0.0540289913370531,0.0571951756520543,0.0594743600370073,1.151882623495206,0.6574826097541159,1.961291378454026,167.0,140.0,91.0,1.67,1.4000000000000001,0.91,1.2910751333675359,0.0175855700212683,mouse577578close251,0.1728172817281729,0.6099909990999102,0.3064806480648065,3
mouse577578,close,253,0.0273249136495928,0.0360154090432605,0.0161296474074662,1.7434933615987196,4.837438216859651,3.3703881291026336,356.0,304.0,266.0,3.56,3.04,2.66,1.2683650893965823,0.0293860804827148,mouse577578close253,0.1792979297929793,0.6550855085508553,0.3912691269126912,3
mouse577578,close,259,0.0350348756385223,0.0182991741912162,0.0200974540582968,5.201345178027175,4.493527550508923,2.1510833628074675,819.0,573.0,497.0,8.19,5.73,4.97,1.2232129822725069,0.0773220654029722,mouse577578close259,0.2508550855085508,0.5846084608460846,0.4220522052205223,1
mouse577578,close,258,0.0219559462011796,0.0278019988591477,0.0484516431627826,3.1609724254034357,2.7571590481603683,2.605659248661214,583.0,425.0,381.0,5.83,4.25,3.81,1.2232129822725069,0.0475237580055189,mouse577578close258,0.31296129612961304,0.6035103510351036,0.3834383438343832,1
mouse577578,close,427,0.0397787918634974,0.0150173957424676,0.038424824123419,1.7996233748275319,2.015459567078251,1.7789172821730053,1171.0,1079.0,920.0,11.71,10.790000000000001,9.200000000000001,1.2007809958522828,0.011628329101976002,mouse577578close427,0.2017101710171017,0.5243924392439245,0.3567056705670568,3
mouse577578,close,428,0.0790592849553615,0.0200157922270706,0.0298610434158709,3.2077501972992377,3.05987870889518,2.918794418737716,668.0,671.0,640.0,6.68,6.71,6.4,1.2098553632562865,0.0213270432216858,mouse577578close428,0.1946894689468947,0.4817281728172818,0.3928892889288928,3
mouse577578,close,264,0.0636877048616224,0.0432102984844455,0.0439404799800037,1.0104626113027806,2.6887174710483226,1.6211204801154389,245.0,263.0,190.0,2.45,2.63,1.9000000000000001,1.2098553632562865,0.0219155091617589,mouse577578close264,0.18010801080108,0.4906390639063908,0.3224122412241224,3
mouse577578,close,260,0.0430077273140586,0.0344709849357055,0.0521276655180758,5.180424798698059,4.713490393502428,5.497229342376225,516.0,401.0,374.0,5.16,4.01,3.74,1.1876973520219705,0.0427999375328971,mouse577578close260,0.2584158415841584,0.5759675967596761,0.4223222322232222,1
