mouse,probe_position,unitID,VL_pre,VL_stimOn,VL_post,angle_pre_ch15,angle_stimOn_ch15,angle_post_ch15,Nspikes_pre,Nspikes_StimOn,Nspikes_post,Fspikes_pre,Fspikes_StimOn,Fspikes_post,distance_peakch_stim_tip,error_waveform,universal_ID,waveform_halfwidth,waveform_duration,waveform_REP,cluster
mouse577578,far,42,0.0164609764486805,0.0495381020744957,0.0072494234243859,2.5394813981410547,5.905330359504798,4.327089120605724,1158.0,117.0,545.0,11.58,1.17,5.45,3.1410587387057887,0.0566444684957119,mouse577578far42,0.1809180918091809,0.7998199819981999,0.5802880288028803,3
mouse577578,far,134,0.0865565815110434,0.05048094495499,0.0871784766341711,4.873878837660088,3.8700227146498114,4.78577955083219,1373.0,970.0,1260.0,13.73,9.700000000000001,12.6,2.7444261695297985,0.0211000068718756,mouse577578far134,0.1954995499549955,0.5819081908190821,0.3537353735373538,0
mouse577578,far,151,0.1053991311532286,0.0898974133277677,0.1857147287203226,4.732957702129129,0.7350019299802101,4.556808979988091,469.0,512.0,397.0,4.69,5.12,3.97,2.7190301579791276,0.0146741853662035,mouse577578far151,0.2273627362736273,0.8719171917191721,0.4393339333933393,3
mouse577578,far,156,0.0379085836972922,0.029294448928707997,0.0140460953202447,5.268747431819771,3.943755736177614,4.3715811202121335,1826.0,537.0,1646.0,18.26,5.37,16.46,2.7113188672673685,0.0993042836077307,mouse577578far156,0.4684968496849686,1.3123312331233126,0.4822682268226823,2
mouse577578,far,157,0.1201015522045196,0.1842811322880791,0.2489360234402649,5.0299395492633785,5.663495205696684,5.184001541641997,324.0,142.0,129.0,3.24,1.42,1.29,2.7005786416988493,0.0555970779709788,mouse577578far157,0.1630963096309632,0.7841584158415844,0.3602160216021602,0
mouse577578,far,160,0.0738179837559192,0.0406552973652169,0.083555064310552,4.019868790387321,3.9677574471564685,4.858583946678664,964.0,506.0,761.0,9.64,5.0600000000000005,7.61,2.7005786416988493,0.0304387051476863,mouse577578far160,0.1612061206120613,0.9521152115211522,0.4598559855985598,0
mouse577578,far,167,0.0961523535570509,0.04127856526235,0.0695591728705778,4.581441213246772,4.715725739409262,3.9079206635908372,388.0,347.0,804.0,3.88,3.47,8.040000000000001,2.6930466018990464,0.0347011068120778,mouse577578far167,0.1960396039603961,0.7919891989198922,0.3018901890189017,0
mouse577578,far,179,0.0207171644965634,0.008938797388658002,0.0182668191532798,2.0495662736451243,4.472992907309459,2.5899453954311658,758.0,784.0,705.0,7.58,7.84,7.05,2.686307875132707,0.0197586801371441,mouse577578far179,0.1185418541854185,0.3207920792079208,0.1863186318631864,1
mouse577578,far,185,0.0538760342783394,0.0115439235969123,0.1825850126303415,5.40013034726856,2.30548571623986,3.970995292431488,247.0,312.0,154.0,2.47,3.12,1.54,2.662118517271536,0.0411178602284872,mouse577578far185,0.1776777677767776,0.4463546354635463,0.6089108910891089,3
mouse577578,far,187,0.1250559635479933,0.0805296399656211,0.0389622176098331,5.506979381946522,5.974236034612822,4.023435015919602,227.0,263.0,263.0,2.27,2.63,2.63,2.6554189876552443,0.0207701915479245,mouse577578far187,0.1765976597659766,0.4720072007200721,0.4296129612961297,1
mouse577578,far,194,0.0359733838222074,0.0045464479054440005,0.0452669230888743,5.771447448705933,4.634313024433458,3.6569970610193088,660.0,440.0,459.0,6.6000000000000005,4.4,4.59,2.6609443812300926,0.032764129274053,mouse577578far194,0.1895589558955895,0.510891089108911,0.5684068406840684,3
mouse577578,far,210,0.117183770736498,0.1115640653085133,0.0584318578666723,2.334070393522684,6.002057343381139,1.1828847427728941,75.0,319.0,204.0,0.75,3.19,2.04,2.6292822214437157,0.0440711959361524,mouse577578far210,0.1838883888388839,0.7660666066606662,0.5111611161116113,3
mouse577578,far,208,0.0227840626383236,0.0253729168322298,0.0343812872055452,1.6962024936362667,4.498907823966271,1.949156698286272,285.0,311.0,215.0,2.85,3.11,2.15,2.6292822214437157,0.0594738336751588,mouse577578far208,0.2535553555355536,0.7242124212421245,0.6027002700270029,3
mouse577578,far,215,0.0155208702863434,0.0134847031180345,0.054940834487829,1.7760152700397338,2.7004904444058253,1.8248617167414152,524.0,614.0,828.0,5.24,6.140000000000001,8.28,2.6458694223260526,0.0102808335552768,mouse577578far215,0.1587758775877588,0.8829882988298832,0.451215121512151,0
mouse577578,far,522,0.0279032592663077,0.0030555540697026,0.0494103200459756,4.26605113380934,3.3624526465790847,4.0050585858796035,840.0,472.0,758.0,8.4,4.72,7.58,2.630945647481149,0.0382275379513384,mouse577578far522,0.1566156615661567,0.3172817281728174,0.3407740774077407,1
mouse577578,far,228,0.0544188191606022,0.0593041301306806,0.0685539002625433,6.235051130809988,5.912305549732465,3.199544233982293,863.0,499.0,351.0,8.63,4.99,3.5100000000000002,2.630945647481149,0.0336592018153909,mouse577578far228,0.1811881188118811,0.8300630063006302,0.5241224122412239,3
mouse577578,far,516,0.0597269037198653,0.0903986247466791,0.0433424341216432,6.184657379139846,4.35564658242136,4.41612322167183,141.0,133.0,144.0,1.41,1.33,1.44,2.6164145313768614,0.0716215549440221,mouse577578far516,0.3750675067506751,0.8122412241224124,0.4914491449144914,2
mouse577578,far,469,0.0233830793154143,0.1703800536357966,0.10048750041035302,4.171068134241451,2.463201087624729,1.0584413017011078,238.0,130.0,158.0,2.38,1.3,1.58,2.6164145313768614,0.027121862275104998,mouse577578far469,0.2443744374437444,0.7147614761476149,0.4682268226822682,3
mouse577578,far,231,0.039474720930179,0.0258007909480001,0.0340845801304587,5.102798798852612,0.0964981656759121,4.2010084840650235,680.0,149.0,543.0,6.8,1.49,5.43,2.6164145313768614,0.0709860929069924,mouse577578far231,0.130963096309631,0.2773177317731774,0.2557155715571557,1
mouse577578,far,232,0.0324160640818472,0.0639897382297855,0.0763887398519335,5.674823491716786,1.825686620323656,3.4119999260791944,606.0,776.0,384.0,6.0600000000000005,7.76,3.84,2.6164145313768614,0.0531015505061817,mouse577578far232,0.1998199819981998,0.8119711971197121,0.5424842484248426,3
