mouse,probe_position,unitID,VL_pre,VL_stimOn,VL_post,angle_pre_ch15,angle_stimOn_ch15,angle_post_ch15,Nspikes_pre,Nspikes_StimOn,Nspikes_post,Fspikes_pre,Fspikes_StimOn,Fspikes_post,distance_peakch_stim_tip,error_waveform,universal_ID,waveform_halfwidth,waveform_duration,waveform_REP,cluster
mouse655957,far,483,0.0335449267681664,0.0649119580012239,0.0576057297642711,3.989468722997158,4.41649366079163,4.8979846652245325,1476.0,1266.0,1551.0,14.76,12.66,15.51,2.086564161486533,0.0287176774652328,mouse655957far483,0.2686768676867687,0.6248424842484249,0.4274527452745275,1
mouse655957,far,485,0.0325171331919642,0.0880415463200254,0.1180768383884518,4.906424524935409,0.5261359999120471,3.3612071621026494,239.0,149.0,191.0,2.39,1.49,1.9100000000000001,2.092396950867593,0.0195169507102202,mouse655957far485,0.1863186318631863,0.8875787578757877,0.4063906390639066,0
mouse655957,far,491,0.0489552775043687,0.0432547874193789,0.0486944935973711,1.4815672879742368,4.696921492087477,0.2477984398410121,670.0,358.0,625.0,6.7,3.58,6.25,2.0985113771433315,0.0184592287732235,mouse655957far491,0.2540954095409541,0.7660666066606662,0.501170117011701,1
mouse655957,far,497,0.0207507558458244,0.0531433858697263,0.0277069092342932,4.198725260910549,4.871685710715617,4.6354977327837386,927.0,832.0,845.0,9.27,8.32,8.45,2.111575241377868,0.012252764504238001,mouse655957far497,0.1417641764176418,0.3348334833483348,0.3297029702970298,2
mouse655957,far,498,0.0394986851778271,0.0346887418070793,0.0223727267036708,3.3248610275141885,3.74465917878649,2.3142670052083667,808.0,412.0,689.0,8.08,4.12,6.890000000000001,2.111575241377868,0.0327139410488793,mouse655957far498,0.1541854185418542,0.4776777677767776,0.3432043204320434,2
mouse655957,far,499,0.0588465789063871,0.1016726645690909,0.110514193854762,2.6488336025916066,4.93473908753596,4.271724431989813,194.0,202.0,317.0,1.94,2.02,3.17,2.111575241377868,0.0310609143770644,mouse655957far499,0.16201620162016198,0.8492349234923495,0.3845184518451844,0
mouse655957,far,503,0.0198352115150323,0.0427275806720695,0.0599602652326637,5.2589882137828186,4.265602982636121,5.784268974617713,637.0,568.0,835.0,6.37,5.68,8.35,2.1257351669481315,0.0221051689495419,mouse655957far503,0.245994599459946,0.2991899189918992,0.231143114311431,2
mouse655957,far,502,0.1023026747614188,0.1605150105941297,0.11184672497493699,1.6747287365250796,4.125292258950935,3.5098296079305715,79.0,61.0,36.0,0.79,0.61,0.36,2.1257351669481315,0.0524013526713637,mouse655957far502,0.1911791179117912,0.7525652565256526,0.3791179117911792,0
mouse655957,far,505,0.048344741766885,0.1124420124347097,0.0541351792997602,2.2451784735281763,3.0541132226396366,3.6787962812659085,353.0,174.0,287.0,3.5300000000000002,1.74,2.87,2.1257351669481315,0.0389240276706892,mouse655957far505,0.1949594959495949,0.4188118811881188,0.6729072907290731,1
mouse655957,far,506,0.0484981166715,0.0434155887949687,0.0340229524233786,3.6721550367669717,5.681746603552394,1.7976475845649633,1028.0,601.0,674.0,10.28,6.01,6.74,2.1257351669481315,0.0545872109163214,mouse655957far506,0.1574257425742574,0.7563456345634566,0.3391539153915389,0
mouse655957,far,507,0.09293558332173599,0.0677636166407652,0.034190855090615,4.319792257427143,4.071206163396601,4.203608225623596,235.0,104.0,209.0,2.35,1.04,2.09,2.1257351669481315,0.0461407988442541,mouse655957far507,0.1706570657065707,0.7717371737173718,0.4406840684068406,0
mouse655957,far,508,0.0896472540475606,0.1754810914210481,0.07175687842592199,1.3265473296690582,2.036867696941916,3.0255860986400616,86.0,58.0,123.0,0.86,0.58,1.23,2.1332193979991843,0.0216566205017157,mouse655957far508,0.1312331233123311,0.7771377137713773,0.3267326732673267,0
mouse655957,far,793,0.0422399751799896,0.0381395591979176,0.0648117236049177,2.521234521097956,0.9097222805048653,4.198929395940784,259.0,140.0,171.0,2.59,1.4000000000000001,1.71,2.1545011023436493,0.0386639164191533,mouse655957far793,0.1404140414041403,0.7282628262826283,0.3453645364536456,0
mouse655957,far,521,0.0570391094046164,0.0311849793476757,0.0439958684908113,5.006313810721913,4.8900527422407,3.1827318507420785,326.0,203.0,299.0,3.2600000000000002,2.0300000000000002,2.99,2.1624638725305907,0.028125589362541,mouse655957far521,0.1730873087308732,0.8854185418541856,0.4074707470747077,0
mouse655957,far,522,0.0504725213278683,0.0430045013530394,0.0512117776802989,4.049360064379602,4.467497060194477,3.8239691586539073,1415.0,726.0,1183.0,14.15,7.26,11.83,2.1624638725305907,0.0313116912822831,mouse655957far522,0.1830783078307831,0.3135013501350135,0.2670567056705671,2
mouse655957,far,524,0.0284404248287754,0.0873318303247484,0.0183779605421804,3.7317101508877015,4.991838890706172,4.641732164112803,522.0,491.0,586.0,5.22,4.91,5.86,2.1706853756359994,0.0286636026965147,mouse655957far524,0.1296129612961296,0.3067506750675067,0.2538253825382538,2
mouse655957,far,708,0.2163916319110584,0.1329382526378648,0.0653919242737937,1.5765728317246768,3.682161947467372,0.4159265201304653,126.0,58.0,148.0,1.26,0.58,1.48,2.1791626832340905,0.0383721191258481,mouse655957far708,0.1509450945094509,0.735823582358236,0.3731773177317731,0
