mouse,probe_position,unitID,VL_pre,VL_stimOn,VL_post,angle_pre_ch15,angle_stimOn_ch15,angle_post_ch15,Nspikes_pre,Nspikes_StimOn,Nspikes_post,Fspikes_pre,Fspikes_StimOn,Fspikes_post,distance_peakch_stim_tip,error_waveform,universal_ID,waveform_halfwidth,waveform_duration,waveform_REP,cluster
mouse655957,far,483,0.0190197666411826,0.0148237534274813,0.0104039681304446,5.199224851829263,5.91350017784815,4.241181908428005,1672.0,1919.0,1585.0,16.72,19.19,15.85,2.086564161486533,0.0223441116745529,mouse655957far483,0.2686768676867687,0.6248424842484249,0.4274527452745275,1
mouse655957,far,485,0.11044916608750802,0.0266952505307565,0.0141439022678399,3.6367014383549527,0.7279163303205703,1.0734074316456603,167.0,183.0,224.0,1.67,1.83,2.24,2.092396950867593,0.0181094945832586,mouse655957far485,0.1863186318631863,0.8875787578757877,0.4063906390639066,0
mouse655957,far,491,0.0245409085965473,0.0164489779158415,0.0402991128568569,5.511653537821441,5.582067751522113,5.104706751964817,833.0,1037.0,622.0,8.33,10.370000000000001,6.22,2.0985113771433315,0.0830601196295404,mouse655957far491,0.2540954095409541,0.7660666066606662,0.501170117011701,1
mouse655957,far,497,0.0191948394389464,0.0308824092868047,0.0081426263090753,5.007580187989385,4.5701791345525615,0.1235428800238491,912.0,949.0,808.0,9.120000000000001,9.49,8.08,2.111575241377868,0.0248465780116314,mouse655957far497,0.1417641764176418,0.3348334833483348,0.3297029702970298,2
mouse655957,far,498,0.0256148419445582,0.0313260723128351,0.0518303964328099,5.226715517708684,4.058607939475042,4.0946487874255935,694.0,882.0,517.0,6.94,8.82,5.17,2.111575241377868,0.0390408047326212,mouse655957far498,0.1541854185418542,0.4776777677767776,0.3432043204320434,2
mouse655957,far,499,0.0354088201905243,0.0657345664870451,0.0282310410897855,1.3214426009819071,3.767270718244853,3.333196875904734,204.0,278.0,426.0,2.04,2.7800000000000002,4.26,2.111575241377868,0.0332126643921137,mouse655957far499,0.16201620162016198,0.8492349234923495,0.3845184518451844,0
mouse655957,far,503,0.0350009719406424,0.0547772778650226,0.0365677656456066,0.7520025764223026,0.1930753220260449,5.164084351874265,557.0,616.0,579.0,5.57,6.16,5.79,2.1257351669481315,0.0317647014915081,mouse655957far503,0.245994599459946,0.2991899189918992,0.231143114311431,2
mouse655957,far,505,0.065985464029031,0.07224491938248,0.0805438460622655,4.129245094496138,3.324202878394635,2.8063331599200905,222.0,220.0,133.0,2.22,2.2,1.33,2.1257351669481315,0.0579387696352258,mouse655957far505,0.1949594959495949,0.4188118811881188,0.6729072907290731,1
mouse655957,far,506,0.0207642550460952,0.0302064232900622,0.0806303193712035,4.965702696051792,5.7654126600348174,0.2793683193868215,943.0,762.0,432.0,9.43,7.62,4.32,2.1257351669481315,0.0488916346889151,mouse655957far506,0.1574257425742574,0.7563456345634566,0.3391539153915389,0
mouse655957,far,507,0.0520508824110398,0.0276744426038949,0.0529943303815995,2.4719975656385484,3.5343116989475583,3.7261265490941087,169.0,267.0,123.0,1.69,2.67,1.23,2.1257351669481315,0.0453491918369068,mouse655957far507,0.1706570657065707,0.7717371737173718,0.4406840684068406,0
