mouse,probe_position,unitID,VL_pre,VL_stimOn,VL_post,angle_pre_ch15,angle_stimOn_ch15,angle_post_ch15,Nspikes_pre,Nspikes_StimOn,Nspikes_post,Fspikes_pre,Fspikes_StimOn,Fspikes_post,distance_peakch_stim_tip,error_waveform,universal_ID,waveform_halfwidth,waveform_duration,waveform_REP,cluster
mouse655957,far,483,0.0091863587239981,0.0414390067385399,0.0231796709074925,1.835725032349269,4.373908465604949,0.3338145249934853,1548.0,1334.0,1628.0,15.48,13.34,16.28,2.086564161486533,0.0398441154116617,mouse655957far483,0.2686768676867687,0.6248424842484249,0.4274527452745275,1
mouse655957,far,485,0.0683400283677065,0.0759757967311361,0.0525470458645449,5.6792892255512415,0.3646549120293417,5.381198387730608,129.0,192.0,181.0,1.29,1.92,1.81,2.092396950867593,0.0212978903910418,mouse655957far485,0.1863186318631863,0.8875787578757877,0.4063906390639066,0
mouse655957,far,491,0.0396733645182822,0.0317435057473444,0.0169345990486102,5.251754499081228,0.8140704861831813,4.943155126314383,742.0,729.0,786.0,7.42,7.29,7.86,2.0985113771433315,0.0335077621492812,mouse655957far491,0.2540954095409541,0.7660666066606662,0.501170117011701,1
mouse655957,far,497,0.0334166878864179,0.0316994712447762,0.0192502767534157,5.331866334375046,4.551538835952192,4.939485590708896,802.0,824.0,817.0,8.02,8.24,8.17,2.111575241377868,0.0245375801329136,mouse655957far497,0.1417641764176418,0.3348334833483348,0.3297029702970298,2
mouse655957,far,498,0.0515010506326832,0.0288893482901466,0.0395166981106642,5.683147627586143,5.147732112171502,1.7875890174033218,732.0,596.0,538.0,7.32,5.96,5.38,2.111575241377868,0.0167088684547409,mouse655957far498,0.1541854185418542,0.4776777677767776,0.3432043204320434,2
mouse655957,far,499,0.0414363044821832,0.0117577444185067,0.0208199879585859,4.102528730053346,3.4619527359763467,3.0463846295524646,422.0,426.0,337.0,4.22,4.26,3.37,2.111575241377868,0.0185304726637946,mouse655957far499,0.16201620162016198,0.8492349234923495,0.3845184518451844,0
mouse655957,far,503,0.0221141613664535,0.0375562118355767,0.0626919850865431,3.84737810762784,5.174457515569762,5.562532692378419,803.0,931.0,955.0,8.03,9.31,9.55,2.1257351669481315,0.0114346380594744,mouse655957far503,0.245994599459946,0.2991899189918992,0.231143114311431,2
mouse655957,far,502,0.0663066787500149,0.2068397656349368,0.1146879455404342,2.6644985333290854,4.092716720638247,4.924456088995394,57.0,62.0,53.0,0.5700000000000001,0.62,0.53,2.1257351669481315,0.08211065042289,mouse655957far502,0.1911791179117912,0.7525652565256526,0.3791179117911792,0
mouse655957,far,506,0.032190335676672996,0.0303161345445686,0.028855964632799002,3.9110725988994903,5.112906155580719,3.4325432873457897,778.0,851.0,779.0,7.78,8.51,7.79,2.1257351669481315,0.0416361652399744,mouse655957far506,0.1574257425742574,0.7563456345634566,0.3391539153915389,0
mouse655957,far,507,0.0232442420847391,0.0552264439988842,0.0171042691138961,1.0821054199715645,4.9727562424435705,3.773637383435085,263.0,258.0,315.0,2.63,2.58,3.15,2.1257351669481315,0.0230988223450105,mouse655957far507,0.1706570657065707,0.7717371737173718,0.4406840684068406,0
mouse655957,far,508,0.0377167887426161,0.0222896171340716,0.0828326074165933,3.321121793603057,4.3830318953912135,5.287334173264932,113.0,119.0,116.0,1.1300000000000001,1.19,1.16,2.1332193979991843,0.0297730173419633,mouse655957far508,0.1312331233123311,0.7771377137713773,0.3267326732673267,0
mouse655957,far,793,0.0856980953793401,0.0141982200530704,0.1056919369258981,4.945592646624026,4.4770990801283626,5.6479439515222225,200.0,157.0,155.0,2.0,1.57,1.55,2.1545011023436493,0.0329999629459801,mouse655957far793,0.1404140414041403,0.7282628262826283,0.3453645364536456,0
mouse655957,far,521,0.0512621692356634,0.0460352211697347,0.029131164218107998,5.847447558204768,1.7919370779132378,5.584533309086893,495.0,458.0,385.0,4.95,4.58,3.85,2.1624638725305907,0.0144403449153015,mouse655957far521,0.1730873087308732,0.8854185418541856,0.4074707470747077,0
mouse655957,far,522,0.0442237895741546,0.0206035063597905,0.0261099589921197,4.966248635364698,5.338584597782784,3.9892744325026057,1488.0,1487.0,1739.0,14.88,14.870000000000001,17.39,2.1624638725305907,0.0246725688418109,mouse655957far522,0.1830783078307831,0.3135013501350135,0.2670567056705671,2
mouse655957,far,524,0.0723535775674883,0.0501897283823649,0.0709904195772688,4.427403288712423,3.9978962590111484,4.945342124752553,807.0,1004.0,1093.0,8.07,10.040000000000001,10.93,2.1706853756359994,0.027805797759230002,mouse655957far524,0.1296129612961296,0.3067506750675067,0.2538253825382538,2
mouse655957,far,708,0.0806230904128844,0.1235969471675627,0.0505836368511577,3.8385167058574106,5.463068555815305,6.0077792243187496,157.0,121.0,143.0,1.57,1.21,1.43,2.1791626832340905,0.0278408370400975,mouse655957far708,0.1509450945094509,0.735823582358236,0.3731773177317731,0
mouse655957,far,527,0.0456642426906219,0.0400649781064508,0.0527655596108696,4.558683730211928,4.212784693577537,4.785697074140847,1139.0,1069.0,1155.0,11.39,10.69,11.55,2.1791626832340905,0.0099024846242128,mouse655957far527,0.1423042304230423,0.24194419441944195,0.2054905490549053,2
mouse655957,far,531,0.1077405415792177,0.060451753475535,0.1497476425028422,5.164234282485051,4.6505142524959036,5.433629320948089,99.0,93.0,160.0,0.99,0.93,1.6,2.1791626832340905,0.0350659325920866,mouse655957far531,0.1544554455445544,0.8122412241224124,0.3218721872187219,0
mouse655957,far,533,0.0779398107594213,0.0164952094661389,0.1252176406858847,6.032009274322302,1.1091043564757477,4.6051480763578585,154.0,97.0,135.0,1.54,0.97,1.35,2.1968727773815213,0.0272486731670122,mouse655957far533,0.1603960396039604,0.8046804680468048,0.3337533753375338,0
mouse655957,far,538,0.0487299379679877,0.0667217367426757,0.0725168509192883,3.0142592002798643,4.173933260857508,3.9991851418053086,486.0,629.0,540.0,4.86,6.29,5.4,2.1778716674772185,0.0205540038673619,mouse655957far538,0.16606660666066597,0.5346534653465347,0.5684068406840687,1
mouse655957,far,541,0.0388505325154465,0.0091091285735339,0.0181424198133652,6.115527270794892,2.9492663428501658,5.867814826565322,406.0,433.0,428.0,4.0600000000000005,4.33,4.28,2.219938062199034,0.018187057253845,mouse655957far541,0.1539153915391539,0.7738973897389742,0.4336633663366335,0
mouse655957,far,698,0.1096197926128477,0.0364916751895588,0.1551911418245057,4.377326554122973,5.602082604713452,0.8419923442090643,96.0,58.0,120.0,0.96,0.58,1.2,2.0673050089428027,0.0425748155630686,mouse655957far698,0.1825382538253824,0.7522952295229524,0.4933393339333934,0
mouse655957,far,487,0.0443784917458602,0.0415999056436208,0.0105579259777018,2.804998367416911,5.133413069805238,4.587545584481964,141.0,146.0,133.0,1.41,1.46,1.33,2.092396950867593,0.031103260228893,mouse655957far487,0.1803780378037803,0.8786678667866789,0.4150315031503152,0
mouse655957,far,701,0.1070178301028717,0.0398556247521496,0.0747836806884411,5.07054962363987,2.717761700405175,4.974371125173785,78.0,110.0,140.0,0.78,1.1,1.4000000000000001,2.1185195302380393,0.0594094770080642,mouse655957far701,0.1884788478847885,0.724752475247525,0.3264626462646266,0
mouse655957,far,532,0.1007243148166812,0.0518196137702867,0.023891583370681,5.180083011959287,4.145639404115424,4.285193214894998,73.0,96.0,102.0,0.73,0.96,1.02,2.1791626832340905,0.0872859701706464,mouse655957far532,0.2516651665166517,0.7412241224122413,0.568946894689469,1
mouse655957,far,795,0.187364234911466,0.0735221486960256,0.0701521057013484,4.587550517332593,5.954184909686375,5.129555948177412,61.0,81.0,80.0,0.61,0.81,0.8,2.1968727773815213,0.037539023317568,mouse655957far795,0.1630963096309631,0.8767776777677769,0.2913591359135915,0
mouse657904,close,478,0.2994358694586217,0.5374499575045356,0.1686442768214251,0.6981890641403441,1.1891135234883328,1.5943459761884902,80.0,266.0,74.0,0.8,2.66,0.74,0.5006246098625197,0.0867168287823553,mouse657904close478,0.1765976597659766,0.2643564356435645,0.2141314131413141,2
mouse657904,close,479,0.0173802636056655,0.1956092830623947,0.0230153660986489,2.2570362148163285,2.351469184006386,3.8347442101799487,575.0,723.0,514.0,5.75,7.23,5.14,0.5320949163448191,0.0964070971895317,mouse657904close479,0.2198019801980197,0.6288928892889291,0.3739873987398739,1
