mouse,probe_position,unitID,VL_pre,VL_stimOn,VL_post,angle_pre_ch15,angle_stimOn_ch15,angle_post_ch15,Nspikes_pre,Nspikes_StimOn,Nspikes_post,Fspikes_pre,Fspikes_StimOn,Fspikes_post,distance_peakch_stim_tip,error_waveform,universal_ID,waveform_halfwidth,waveform_duration,waveform_REP,cluster
mouse577578,far,13,0.0584930873518486,0.0479038019771125,0.0541605781724065,3.858546430719658,1.333728966666738,1.6214520995756652,379.0,231.0,178.0,3.79,2.31,1.78,3.217335854398791,0.0468387247629339,mouse577578far13,0.2257425742574258,0.7209720972097211,0.3928892889288929,0
mouse577578,far,19,0.043657903097192,0.0832609805049234,0.0457084881049048,4.089519882564852,0.4322695551419778,1.7643222978741933,237.0,155.0,135.0,2.37,1.55,1.35,3.1775580246472286,0.0432585282629118,mouse577578far19,0.1995499549954995,0.6645364536453645,0.3237623762376237,0
mouse577578,far,23,0.0564509522871026,0.0954218957226099,0.0644031771309109,5.3719915633543005,3.687759318566208,6.071677891207269,365.0,489.0,408.0,3.65,4.89,4.08,3.1636608541371816,0.026166084309438998,mouse577578far23,0.2125112511251126,0.6510351035103511,0.377767776777678,0
mouse577578,far,517,0.0222312873103002,0.038556922250412996,0.0094370756837113,1.9832808923917296,2.5509047192946968,5.4883715600774154,978.0,1014.0,953.0,9.78,10.14,9.53,3.1674121929423715,0.0152101830952983,mouse577578far517,0.2025202520252025,0.6648064806480649,0.3864086408640864,0
mouse577578,far,24,0.0190899364079979,0.0358404823580899,0.0275589418843381,1.781748630442326,5.347045192201677,3.1321883522353176,885.0,752.0,869.0,8.85,7.5200000000000005,8.69,3.1674121929423715,0.0257577450549167,mouse577578far24,0.1757875787578758,0.7263726372637264,0.3189018901890191,0
mouse577578,far,25,0.0253840978941417,0.0263572280006578,0.0467786217935904,4.7156297986370035,4.0605273174667715,5.505011134673435,1149.0,977.0,957.0,11.49,9.77,9.57,3.1674121929423715,0.0285289559006439,mouse577578far25,0.1992799279927993,0.7120612061206121,0.3796579657965798,0
mouse577578,far,37,0.0477102535193683,0.0406766081014666,0.0310907384574303,5.359394677211507,4.574584891049815,5.7669099055447965,383.0,269.0,302.0,3.83,2.69,3.02,3.1536684987487202,0.0295907370709078,mouse577578far37,0.1887488748874888,0.6831683168316832,0.3499549954995499,0
mouse577578,far,34,0.0285312691246054,0.0198819249198552,0.0229221207549556,3.3031555827369576,6.10863535608958,5.45382643874444,695.0,549.0,519.0,6.95,5.49,5.19,3.1536684987487202,0.0524089397992396,mouse577578far34,0.19495949594959502,0.8597659765976599,0.4552655265526552,0
mouse577578,far,38,0.0216706836700489,0.0296698351745593,0.0231659655193057,0.2959431111298763,5.402694917206016,3.863812584217418,196.0,508.0,430.0,1.96,5.08,4.3,3.1410587387057887,0.016017839118491,mouse577578far38,0.1776777677767776,0.6696669666966699,0.3494149414941493,0
mouse577578,far,39,0.108442002797614,0.0551655411589409,0.0450989976156434,0.9025975877762696,0.1785485005031969,5.794314916602634,201.0,152.0,156.0,2.0100000000000002,1.52,1.56,3.1410587387057887,0.0221865537804057,mouse577578far39,0.1547254725472547,0.7493249324932495,0.3513051305130511,0
