mouse,probe_position,unitID,VL_pre,VL_stimOn,VL_post,angle_pre_ch15,angle_stimOn_ch15,angle_post_ch15,Nspikes_pre,Nspikes_StimOn,Nspikes_post,Fspikes_pre,Fspikes_StimOn,Fspikes_post,distance_peakch_stim_tip,error_waveform,universal_ID,waveform_halfwidth,waveform_duration,waveform_REP,cluster
mouse577578,close,240,0.0145625211901602,0.03634812038904799,0.0254149857148759,0.951993418238716,2.796464853503786,3.5229780576989813,1058.0,966.0,942.0,10.58,9.66,9.42,1.3430376018563293,0.0193087885464845,mouse577578close240,0.1234023402340234,0.3885688568856885,0.2651665166516652,0
mouse577578,close,241,0.0509039510448426,0.0396045472546876,0.0587459829523138,5.271976153708216,6.051166491261702,1.2028892559346664,407.0,169.0,195.0,4.07,1.69,1.95,1.3430376018563293,0.0452888579543923,mouse577578close241,0.1782178217821782,0.5797479747974799,0.3448244824482449,3
mouse577578,close,242,0.0120864909271648,0.0182641862725664,0.0060131038302386,3.9436021100843135,4.786870171389778,3.7861691294411677,3145.0,2869.0,2476.0,31.45,28.69,24.76,1.3202745926510897,0.0126501473578366,mouse577578close242,0.1612061206120613,0.3861386138613862,0.2935193519351935,0
mouse577578,close,243,0.0413127109448934,0.0571950266441007,0.0401334725325871,1.3159406779296985,0.6286686977511846,1.0322819655656703,359.0,377.0,391.0,3.59,3.77,3.91,1.3202745926510897,0.0273175913365383,mouse577578close243,0.20603060306030602,0.491989198919892,0.3081008100810081,3
mouse577578,close,244,0.0766082441786418,0.0641499177815486,0.0796377726348566,0.2032067336350765,0.2352297458572672,5.267984116872316,75.0,126.0,96.0,0.75,1.26,0.96,1.3202745926510897,0.0609521156225577,mouse577578close244,0.1906390639063906,0.5335733573357337,0.3075607560756075,3
mouse577578,close,247,0.0424918886202845,0.0218148000474828,0.0198132554579348,4.081856668333007,4.8652714681627085,5.086337047737954,1365.0,1243.0,1369.0,13.65,12.43,13.69,1.297593927236098,0.0137905556548965,mouse577578close247,0.1477047704770476,0.2991899189918992,0.3818181818181818,0
mouse577578,close,248,0.0666258695576955,0.0685751479898588,0.11441449041364599,4.656349490779812,4.632789604977333,5.355400108628729,121.0,100.0,119.0,1.21,1.0,1.19,1.297593927236098,0.012814926932151001,mouse577578close248,0.1925292529252925,0.5991899189918994,0.3691269126912692,3
mouse577578,close,251,0.0773092890756618,0.0900252771152978,0.0658376762944714,4.630881017551902,3.0729209617635984,1.0152567624325357,106.0,61.0,87.0,1.06,0.61,0.87,1.2910751333675359,0.050508968387023,mouse577578close251,0.1728172817281729,0.6099909990999102,0.3064806480648065,3
mouse577578,close,253,0.0999900077380734,0.0758195049758879,0.1111166271823303,2.6343368396004685,3.9909842852765367,3.02213073995099,140.0,99.0,79.0,1.4000000000000001,0.99,0.79,1.2683650893965823,0.0271086144748318,mouse577578close253,0.1792979297929793,0.6550855085508553,0.3912691269126912,3
mouse577578,close,259,0.0790872357964186,0.0355212682326926,0.0423857697343286,1.537415326629098,5.366697361622036,6.052846305432077,210.0,293.0,297.0,2.1,2.93,2.97,1.2232129822725069,0.016879989989036,mouse577578close259,0.2508550855085508,0.5846084608460846,0.4220522052205223,1
mouse577578,close,258,0.1213780057127418,0.1487042885641198,0.1465464843763104,0.7958362510636313,2.133261980621611,6.211774384083598,72.0,58.0,108.0,0.72,0.58,1.08,1.2232129822725069,0.0520262525423231,mouse577578close258,0.31296129612961304,0.6035103510351036,0.3834383438343832,1
mouse577578,close,427,0.0127666110588036,0.0221245609505326,0.0453295159670756,3.4624655720353816,0.2886151660660608,1.5481753161083038,765.0,586.0,470.0,7.65,5.86,4.7,1.2007809958522828,0.0250735113238837,mouse577578close427,0.2017101710171017,0.5243924392439245,0.3567056705670568,3
mouse577578,close,428,0.025540923718395,0.0460222383322746,0.0304212166685974,4.06303449843713,6.091311404566483,3.5989120508273307,778.0,731.0,871.0,7.78,7.3100000000000005,8.71,1.2098553632562865,0.0206567085005336,mouse577578close428,0.1946894689468947,0.4817281728172818,0.3928892889288928,3
mouse577578,close,264,0.0854280458398117,0.0332965659684553,0.0815018584745603,0.3242334029738712,4.520533719607244,2.12002896401978,156.0,190.0,141.0,1.56,1.9000000000000001,1.41,1.2098553632562865,0.0163217431498514,mouse577578close264,0.18010801080108,0.4906390639063908,0.3224122412241224,3
mouse577578,close,260,0.0258863819515287,0.0243084542659192,0.0183333938100614,0.8998377747268199,3.3083715813471306,1.88059351440314,644.0,622.0,644.0,6.44,6.22,6.44,1.1876973520219705,0.0381409556943035,mouse577578close260,0.2584158415841584,0.5759675967596761,0.4223222322232222,1
