mouse,probe_position,unitID,VL_pre,VL_stimOn,VL_post,angle_pre_ch15,angle_stimOn_ch15,angle_post_ch15,Nspikes_pre,Nspikes_StimOn,Nspikes_post,Fspikes_pre,Fspikes_StimOn,Fspikes_post,distance_peakch_stim_tip,error_waveform,universal_ID,waveform_halfwidth,waveform_duration,waveform_REP,cluster
mouse655957,far,483,0.0549463664970561,0.0502813325925466,0.0650052006603512,4.424442600327497,4.350902778241098,4.642065161681159,2090.0,1927.0,2041.0,20.900000000000002,19.27,20.41,2.086564161486533,0.0120875281748273,mouse655957far483,0.2686768676867687,0.6248424842484249,0.4274527452745275,1
mouse655957,far,485,0.0674502630975379,0.057957315034765,0.048666852978694004,3.7635980340115816,3.7540529278630888,5.196748766201363,179.0,206.0,200.0,1.79,2.06,2.0,2.092396950867593,0.0259686516890407,mouse655957far485,0.1863186318631863,0.8875787578757877,0.4063906390639066,0
mouse655957,far,491,0.0293737294274978,0.0132031162322404,0.0353865132041026,1.6548619677875709,4.0898516270325835,2.1542240241500483,800.0,677.0,785.0,8.0,6.7700000000000005,7.8500000000000005,2.0985113771433315,0.0455833598938239,mouse655957far491,0.2540954095409541,0.7660666066606662,0.501170117011701,1
mouse655957,far,497,0.0225256456673591,0.0317383146097893,0.0138411599037799,3.864329486971266,5.070126006107729,6.031764826646586,836.0,935.0,1021.0,8.36,9.35,10.21,2.111575241377868,0.0247080545444404,mouse655957far497,0.1417641764176418,0.3348334833483348,0.3297029702970298,2
mouse655957,far,498,0.0713348966728514,0.0239656075378837,0.0339818514732634,4.2576377022331275,5.426870310016756,1.1408062238063073,692.0,750.0,766.0,6.92,7.5,7.66,2.111575241377868,0.0149086550661921,mouse655957far498,0.1541854185418542,0.4776777677767776,0.3432043204320434,2
mouse655957,far,499,0.0524775709566043,0.0112944879887003,0.0707149432694694,4.500447839471572,5.1425393168636555,2.7155877018637598,400.0,363.0,399.0,4.0,3.63,3.99,2.111575241377868,0.0349217821082036,mouse655957far499,0.16201620162016198,0.8492349234923495,0.3845184518451844,0
mouse655957,far,503,0.0400526666783122,0.0208836624143471,0.0116652044325016,5.375804044672036,3.9350733413291232,4.557298091190196,800.0,776.0,988.0,8.0,7.76,9.88,2.1257351669481315,0.030524698877589,mouse655957far503,0.245994599459946,0.2991899189918992,0.231143114311431,2
mouse655957,far,502,0.0560089993055044,0.1004372214501058,0.1729160036842485,2.2592297676266506,3.0880154671824616,2.349506204961183,54.0,63.0,77.0,0.54,0.63,0.77,2.1257351669481315,0.0763375123180863,mouse655957far502,0.1911791179117912,0.7525652565256526,0.3791179117911792,0
mouse655957,far,506,0.0185545872456923,0.0230686891044981,0.024142496123615,4.9179516747363134,2.291161965962201,5.316541722341281,882.0,662.0,866.0,8.82,6.62,8.66,2.1257351669481315,0.0256369174306408,mouse655957far506,0.1574257425742574,0.7563456345634566,0.3391539153915389,0
mouse655957,far,507,0.1123364095167228,0.10193687509296902,0.0472833388900839,3.398220071607213,2.238582327513668,3.5991753472132126,217.0,170.0,218.0,2.17,1.7,2.18,2.1257351669481315,0.0443724826538685,mouse655957far507,0.1706570657065707,0.7717371737173718,0.4406840684068406,0
mouse655957,far,508,0.1200123542604655,0.2125564474691219,0.0466219570285084,1.916222198408242,0.8595442598791233,3.6772016419848215,102.0,76.0,111.0,1.02,0.76,1.11,2.1332193979991843,0.023800890718079,mouse655957far508,0.1312331233123311,0.7771377137713773,0.3267326732673267,0
mouse655957,far,793,0.0640928281704755,0.0160743556607465,0.0637659628764656,3.162682099687935,4.869086990303746,1.0194995053142266,228.0,182.0,206.0,2.2800000000000002,1.82,2.06,2.1545011023436493,0.0331404513323987,mouse655957far793,0.1404140414041403,0.7282628262826283,0.3453645364536456,0
mouse655957,far,521,0.0678596892629389,0.0666039316445662,0.0421628572333133,4.152014913901091,1.5694393487886662,3.8792743776841636,512.0,395.0,466.0,5.12,3.95,4.66,2.1624638725305907,0.0219219281740168,mouse655957far521,0.1730873087308732,0.8854185418541856,0.4074707470747077,0
mouse655957,far,522,0.0349586688390228,0.0178326804791545,0.0408040326220406,4.203279214550351,4.71976299847895,4.19499702101099,1597.0,1429.0,1546.0,15.97,14.290000000000001,15.46,2.1624638725305907,0.0191500011094403,mouse655957far522,0.1830783078307831,0.3135013501350135,0.2670567056705671,2
mouse655957,far,524,0.0489145369753862,0.010548896082088002,0.053288634939625996,4.633232829036918,5.838636351285642,4.681701548146305,779.0,850.0,952.0,7.79,8.5,9.52,2.1706853756359994,0.0207964020143417,mouse655957far524,0.1296129612961296,0.3067506750675067,0.2538253825382538,2
mouse655957,far,708,0.0506692046403322,0.0470057035044917,0.1057584505744383,1.8303322799695358,3.6504720478419648,4.382601946389347,130.0,87.0,124.0,1.3,0.87,1.24,2.1791626832340905,0.0193882411085783,mouse655957far708,0.1509450945094509,0.735823582358236,0.3731773177317731,0
mouse655957,far,527,0.0151668032499257,0.0142117175703717,0.0212185603390785,2.98298202850792,2.5547753384487124,1.9642146453315381,1075.0,1041.0,1188.0,10.75,10.41,11.88,2.1791626832340905,0.0099411477105441,mouse655957far527,0.1423042304230423,0.24194419441944195,0.2054905490549053,2
mouse655957,far,533,0.1099124716426546,0.0590049795100996,0.0564367856065287,3.031703267561779,0.9588848538200117,4.609908818625415,108.0,111.0,132.0,1.08,1.11,1.32,2.1968727773815213,0.042508624574565,mouse655957far533,0.1603960396039604,0.8046804680468048,0.3337533753375338,0
mouse655957,far,538,0.0173027571024824,0.0335791580408449,0.0535558054661314,5.511200173103989,4.3910653402949205,1.377803876269043,600.0,504.0,679.0,6.0,5.04,6.79,2.1778716674772185,0.0240655973095416,mouse655957far538,0.16606660666066597,0.5346534653465347,0.5684068406840687,1
mouse655957,far,541,0.0273467778918427,0.0590197051968261,0.0219814260926716,4.639973716603049,1.1289653004992728,4.9726204051245135,252.0,340.0,395.0,2.52,3.4,3.95,2.219938062199034,0.0235965638134959,mouse655957far541,0.1539153915391539,0.7738973897389742,0.4336633663366335,0
mouse655957,far,698,0.0761713438545606,0.0318193457878469,0.0853061671003855,2.5768009487140304,4.149374795552017,1.5836853085085587,131.0,124.0,109.0,1.31,1.24,1.09,2.0673050089428027,0.0381952001351324,mouse655957far698,0.1825382538253824,0.7522952295229524,0.4933393339333934,0
mouse655957,far,481,0.1517863279663484,0.0548943705505835,0.0776486717330351,0.1826858359741053,5.287982667816214,4.098119436570382,80.0,97.0,104.0,0.8,0.97,1.04,2.0673050089428027,0.0395671618847779,mouse655957far481,0.1973897389738974,0.8659765976597663,0.3445544554455444,0
mouse655957,far,487,0.0453247279112041,0.1562351347450984,0.0621556552332322,6.2077277691311705,0.7384786203077165,1.3088887773389493,143.0,87.0,245.0,1.43,0.87,2.45,2.092396950867593,0.0309434731118314,mouse655957far487,0.1803780378037803,0.8786678667866789,0.4150315031503152,0
mouse655957,far,701,0.1245759659524438,0.2387320186857582,0.1338601372863958,2.8129551453620345,3.573292989646609,3.6468983941069846,68.0,59.0,84.0,0.68,0.59,0.84,2.1185195302380393,0.0646981844197261,mouse655957far701,0.1884788478847885,0.724752475247525,0.3264626462646266,0
mouse655957,far,532,0.0715695919738067,0.0556546504626839,0.12095694675296301,0.3843974523862389,5.2349251990170185,0.0518313232662051,69.0,86.0,89.0,0.6900000000000001,0.86,0.89,2.1791626832340905,0.0471265621274535,mouse655957far532,0.2516651665166517,0.7412241224122413,0.568946894689469,1
mouse655957,far,795,0.0642458884538232,0.1390293495756262,0.04519089264812,5.811109249836871,3.1322372036759587,6.111333324448823,69.0,72.0,88.0,0.6900000000000001,0.72,0.88,2.1968727773815213,0.0552558077943141,mouse655957far795,0.1630963096309631,0.8767776777677769,0.2913591359135915,0
mouse657904,close,478,0.0487825513239904,0.3874584761568375,0.0539906762681894,2.8325568115916058,4.4869123545349785,1.7579694699996813,80.0,796.0,74.0,0.8,7.96,0.74,0.5006246098625197,0.0845055028212071,mouse657904close478,0.1765976597659766,0.2643564356435645,0.2141314131413141,2
mouse657904,close,479,0.0391755396320567,0.1333152932653263,0.0278064569354528,4.795626122971,5.353964925374123,0.1357659254507626,575.0,744.0,514.0,5.75,7.44,5.14,0.5320949163448191,0.0519220566692716,mouse657904close479,0.2198019801980197,0.6288928892889291,0.3739873987398739,1
mouse657904,close,485,0.0888336796884105,0.1696952005993097,0.1632852449022012,2.920545098006804,4.408272744210409,3.7902975347237815,75.0,680.0,33.0,0.75,6.8,0.33,0.5178078794301996,0.0860091499435886,mouse657904close485,0.20198019801980202,0.6064806480648066,0.3575157515751573,0
mouse657904,close,512,0.0800955780597016,0.1134299755041209,0.0583611880050549,1.2287122318604429,5.097292394927957,0.949314799158093,89.0,202.0,95.0,0.89,2.02,0.9500000000000001,0.5024937810560445,0.0744412537614032,mouse657904close512,0.1504050405040503,0.7288028802880289,0.2972997299729975,0
