mouse,probe_position,unitID,VL_pre,VL_stimOn,VL_post,angle_pre_ch15,angle_stimOn_ch15,angle_post_ch15,Nspikes_pre,Nspikes_StimOn,Nspikes_post,Fspikes_pre,Fspikes_StimOn,Fspikes_post,distance_peakch_stim_tip,error_waveform,universal_ID,waveform_halfwidth,waveform_duration,waveform_REP,cluster
mouse577578,close,240,0.0511725878457404,0.0107943178485738,0.0194387177386403,4.757393622160251,1.9553881732181904,4.054897350214272,796.0,772.0,663.0,7.96,7.72,6.63,1.3430376018563293,0.0159365778541665,mouse577578close240,0.1234023402340234,0.3885688568856885,0.2651665166516652,0
mouse577578,close,241,0.1175107869764784,0.030043981742435,0.0903404894132913,0.7303912906527706,1.3014340817606398,0.0471441560840634,74.0,232.0,90.0,0.74,2.32,0.9,1.3430376018563293,0.0210303137179484,mouse577578close241,0.1782178217821782,0.5797479747974799,0.3448244824482449,3
mouse577578,close,242,0.0175096240863159,0.0106341606203131,0.016337250137853,4.935728152333287,4.935899345139066,0.8719596674455288,2585.0,2643.0,2134.0,25.85,26.43,21.34,1.3202745926510897,0.0181772435055314,mouse577578close242,0.1612061206120613,0.3861386138613862,0.2935193519351935,0
mouse577578,close,243,0.0256890729924702,0.0486110049407903,0.0200587089564823,2.2656856980392748,1.5367187613353384,4.277817896648804,301.0,358.0,476.0,3.0100000000000002,3.58,4.76,1.3202745926510897,0.0869022976734092,mouse577578close243,0.20603060306030602,0.491989198919892,0.3081008100810081,3
mouse577578,close,247,0.0283281454995057,0.0282583511314666,0.0164527317312486,4.610717786627091,1.1930250991937152,5.833347637254003,3090.0,2547.0,2159.0,30.900000000000002,25.47,21.59,1.297593927236098,0.0173413577871684,mouse577578close247,0.1477047704770476,0.2991899189918992,0.3818181818181818,0
mouse577578,close,248,0.045597630944873,0.013931892797983,0.0896792990955335,3.393719369618159,3.8854434248225855,1.3486429238921562,676.0,503.0,372.0,6.76,5.03,3.72,1.297593927236098,0.0648742642522826,mouse577578close248,0.1925292529252925,0.5991899189918994,0.3691269126912692,3
mouse577578,close,253,0.0399966085289798,0.0462950941206543,0.0772442103528991,2.7354235774998843,2.3476765174036784,0.9397826002801004,601.0,662.0,457.0,6.01,6.62,4.57,1.2683650893965823,0.0253636489124662,mouse577578close253,0.1792979297929793,0.6550855085508553,0.3912691269126912,3
mouse577578,close,259,0.0260826542309697,0.0100461155913377,0.0147726482927589,0.24833424987961103,4.086165775501938,4.828125467202502,813.0,1075.0,808.0,8.13,10.75,8.08,1.2232129822725069,0.0293382695291517,mouse577578close259,0.2508550855085508,0.5846084608460846,0.4220522052205223,1
mouse577578,close,427,0.0178988541910617,0.0312734140889657,0.0283872716296785,4.629986800308533,5.380989666785654,0.5685484022049365,1594.0,1225.0,1169.0,15.94,12.25,11.69,1.2007809958522828,0.0389038616182481,mouse577578close427,0.2017101710171017,0.5243924392439245,0.3567056705670568,3
mouse577578,close,428,0.0462354540644532,0.0480906189778912,0.0388956679905002,2.355489048571276,1.8551158736366804,5.007662234998789,658.0,812.0,712.0,6.58,8.120000000000001,7.12,1.2098553632562865,0.0405141319842545,mouse577578close428,0.1946894689468947,0.4817281728172818,0.3928892889288928,3
mouse577578,close,264,0.0706862078556876,0.0505441884276022,0.0366819175306243,6.159789595850514,0.5446551566947122,5.143819797169626,456.0,386.0,332.0,4.5600000000000005,3.86,3.3200000000000003,1.2098553632562865,0.039446824012777,mouse577578close264,0.18010801080108,0.4906390639063908,0.3224122412241224,3
mouse577578,close,430,0.0399312939526123,0.0492973141826021,0.0203325191639589,4.011739961491822,0.7261660138044499,3.6421585701440895,306.0,221.0,285.0,3.06,2.21,2.85,1.1876973520219705,0.0436884060820202,mouse577578close430,0.2254725472547254,0.4995499549954995,0.3842484248424844,3
mouse577578,close,271,0.0163219025091135,0.0341756810786813,0.0555788857575604,2.3451708029404803,3.2612804554431136,5.648009460045581,1413.0,1243.0,1020.0,14.13,12.43,10.200000000000001,1.1876973520219705,0.0167173333426799,mouse577578close271,0.1625562556255626,0.3683168316831684,0.2886588658865887,0
mouse577578,close,269,0.0241067153562435,0.0324903242599734,0.066881540391045,2.7607246700211556,2.5976349139040753,3.2552514555693923,893.0,1014.0,799.0,8.93,10.14,7.99,1.1876973520219705,0.0260503105571136,mouse577578close269,0.2562556255625563,0.5729972997299732,0.3542754275427542,1
mouse577578,close,270,0.0275038804180787,0.0151473866413873,0.0377913092849636,0.8484640056607099,4.2258618807311645,3.0641776784544548,1132.0,886.0,1103.0,11.32,8.86,11.03,1.1876973520219705,0.0341149049567705,mouse577578close270,0.2819081908190819,0.7495949594959498,0.4703870387038703,1
mouse577578,close,272,0.0377454269925773,0.0368295508143505,0.0646293997924313,5.192315220802497,2.6845848324858608,2.1548580071636345,480.0,589.0,533.0,4.8,5.89,5.33,1.1562331079847181,0.0303786442117496,mouse577578close272,0.1971197119711971,0.6251125112511252,0.4463546354635465,3
mouse577578,close,273,0.0331797375161896,0.0319493151768897,0.0311559106611549,3.94352971946069,3.3327135688191345,2.2559968178883354,741.0,765.0,789.0,7.41,7.65,7.890000000000001,1.1562331079847181,0.0152020838280862,mouse577578close273,0.3199819981998201,0.6445544554455447,0.5667866786678669,1
mouse577578,close,274,0.0205930066867314,0.0438782813196235,0.0092081828921555,0.7953962522562099,5.880319731912513,5.39601886417489,1604.0,1283.0,1321.0,16.04,12.83,13.21,1.1562331079847181,0.0396869433594562,mouse577578close274,0.2851485148514852,0.6796579657965798,0.4495949594959495,1
mouse577578,close,277,0.0480486207241804,0.0148761585892217,0.0621693996079179,5.162970639968775,4.8486230348545805,5.137071347557447,2589.0,2781.0,2524.0,25.89,27.810000000000002,25.240000000000002,1.1341296222213757,0.0148695085028555,mouse577578close277,0.1711971197119711,0.3364536453645365,0.1331233123312331,0
mouse577578,close,279,0.1434381695397359,0.2396109434733567,0.18999659963583101,5.41367300460433,5.943602748814456,5.543852886157393,931.0,983.0,1199.0,9.31,9.83,11.99,1.1341296222213757,0.0324909025099638,mouse577578close279,0.1144914491449144,0.2152115211521152,0.1846984698469848,0
mouse577578,close,280,0.0584053862959858,0.2883410947521466,0.12333421808032598,5.475233920093174,3.0619774710191336,5.0407199569939385,603.0,887.0,788.0,6.03,8.870000000000001,7.88,1.1341296222213757,0.0537363856571293,mouse577578close280,0.1182718271827182,0.2117011701170117,0.1765976597659765,0
mouse577578,close,285,0.0167680143842242,0.0110825605530028,0.0295489215254796,2.207314181410332,2.141247308698642,3.43025614705872,1760.0,1881.0,740.0,17.6,18.81,7.4,1.0902981243678262,0.0568900980753839,mouse577578close285,0.1355535553555356,0.2527452745274527,0.7512151215121512,2
mouse577578,close,245,0.0297025889502989,0.0282826990229564,0.0595469946836173,2.4021719800118215,5.923461708065891,2.6956366708722896,393.0,439.0,387.0,3.93,4.39,3.87,1.2910751333675359,0.0491822791947708,mouse577578close245,0.2856885688568857,0.4315031503150315,0.4973897389738975,1
mouse598183,close,107,0.075110473143058,0.0711400366532391,0.0795174001314446,2.8379257800704467,2.570015581885161,3.0933491240394617,1050.0,776.0,1293.0,10.5,7.76,12.93,1.3273563952458285,0.0233239941959348,mouse598183close107,0.0939693969396939,0.1698469846984698,0.1171917191719172,0
mouse598183,close,111,0.0700245301971271,0.1037890558713578,0.1041196621125852,5.174749494578094,3.1729984809078107,4.856480024093651,120.0,99.0,47.0,1.2,0.99,0.47000000000000003,1.3100572506573904,0.0343236465428671,mouse598183close111,0.1552655265526552,0.7452745274527455,0.3839783978397838,3
mouse598183,close,112,0.0639180999240163,0.0366667834251872,0.1359458533441815,3.326341028383786,5.1966215206577955,3.672409571717416,490.0,491.0,572.0,4.9,4.91,5.72,1.3100572506573904,0.0226146702985812,mouse598183close112,0.1792979297929793,0.5773177317731775,0.445004500450045,3
mouse598183,close,114,0.07458801300696001,0.0135497943899722,0.0929577558478213,2.8582974499824245,4.750203449645869,2.949012546826352,1242.0,872.0,1408.0,12.42,8.72,14.08,1.3100572506573904,0.0320654609928056,mouse598183close114,0.08100810081008099,0.1506750675067507,0.0834383438343834,0
mouse598183,close,123,0.0221469213617887,0.0197045470937052,0.0147580055948041,2.209372759928637,0.7931946032283739,2.302386468091579,2228.0,1585.0,1374.0,22.28,15.85,13.74,1.2616952880945542,0.0917614895192973,mouse598183close123,0.258955895589559,0.6118811881188119,0.4587758775877587,1
mouse634572,close,23,0.1547812881623678,0.030126225419096,0.1431177674743208,3.548920888198492,2.844288509341683,3.3690522384044748,1012.0,1007.0,1213.0,10.120000000000001,10.07,12.13,1.7528548142958105,0.0056564554222986,mouse634572close23,0.1196219621962196,0.2052205220522053,0.20414041404140398,0
