mouse,probe_position,unitID,VL_pre,VL_stimOn,VL_post,angle_pre_ch15,angle_stimOn_ch15,angle_post_ch15,Nspikes_pre,Nspikes_StimOn,Nspikes_post,Fspikes_pre,Fspikes_StimOn,Fspikes_post,distance_peakch_stim_tip,error_waveform,universal_ID,waveform_halfwidth,waveform_duration,waveform_REP,cluster
mouse577578,far,13,0.0388336304709285,0.0077650034461227,0.0504057433564093,3.7881916954625128,5.3388222170198265,3.370081567494028,755.0,540.0,533.0,7.55,5.4,5.33,3.217335854398791,0.0440833298121303,mouse577578far13,0.2257425742574258,0.7209720972097211,0.3928892889288929,0
mouse577578,far,23,0.0351437167495997,0.0114215796874214,0.0455114214317701,5.6024611862002365,5.142190034430176,4.387586484157042,879.0,921.0,1090.0,8.790000000000001,9.21,10.9,3.1636608541371816,0.0287432698583456,mouse577578far23,0.2125112511251126,0.6510351035103511,0.377767776777678,0
mouse577578,far,517,0.0403985547602691,0.0472144446445514,0.0331173659494257,0.763873862586495,1.3936259323458318,2.8976973281349285,248.0,195.0,266.0,2.48,1.95,2.66,3.1674121929423715,0.0269528819455396,mouse577578far517,0.2025202520252025,0.6648064806480649,0.3864086408640864,0
mouse577578,far,24,0.049396682054379006,0.0553896350354486,0.0198482073660269,5.331246634967238,3.9031611605163037,3.0454077206564913,1514.0,1280.0,1010.0,15.14,12.8,10.1,3.1674121929423715,0.0585659247862974,mouse577578far24,0.1757875787578758,0.7263726372637264,0.3189018901890191,0
mouse577578,far,25,0.1175538781562816,0.1355064250463686,0.0668531651333742,3.961882191103851,3.3912555996352762,5.725436007113365,90.0,118.0,241.0,0.9,1.18,2.41,3.1674121929423715,0.0276714647257138,mouse577578far25,0.1992799279927993,0.7120612061206121,0.3796579657965798,0
mouse577578,far,37,0.0301478910377014,0.0223744297212077,0.0330062056957306,5.7726714318669785,2.381317098164933,3.4122078276469088,517.0,523.0,505.0,5.17,5.23,5.05,3.1536684987487202,0.0197975172012571,mouse577578far37,0.1887488748874888,0.6831683168316832,0.3499549954995499,0
mouse577578,far,34,0.0273766832841386,0.0360362221300819,0.030662202908093,6.259123065881622,2.5383062178980405,2.2036664816947757,417.0,401.0,379.0,4.17,4.01,3.79,3.1536684987487202,0.0277730913042896,mouse577578far34,0.19495949594959502,0.8597659765976599,0.4552655265526552,0
mouse577578,far,38,0.0319667233362259,0.0622767450408368,0.0336835771619445,5.477776115155972,3.9267419174000255,2.853294192439527,299.0,436.0,323.0,2.99,4.36,3.23,3.1410587387057887,0.0261505658234978,mouse577578far38,0.1776777677767776,0.6696669666966699,0.3494149414941493,0
mouse577578,far,39,0.0249825032036494,0.0424893491088529,0.0267451271118474,3.2179367212472236,5.541535194879726,2.6220463600162085,527.0,858.0,746.0,5.2700000000000005,8.58,7.46,3.1410587387057887,0.0333413627425725,mouse577578far39,0.1547254725472547,0.7493249324932495,0.3513051305130511,0
mouse577578,far,42,0.0617292302884411,0.0256216103452951,0.0196011713971581,4.010046752743898,6.227406211144648,2.9057541522980994,1233.0,1278.0,1234.0,12.33,12.780000000000001,12.34,3.1410587387057887,0.0161341509441311,mouse577578far42,0.1809180918091809,0.7998199819981999,0.5802880288028803,3
